# mu	p(mu)	err
-1.476508182869710026e+03 1.104658877082338375e-06 7.811117828828382906e-07
-1.262195484937371475e+03 1.104658877082345363e-06 7.811117828828432669e-07
-1.155039135971202541e+03 1.104658877082338375e-06 7.811117828828382906e-07
-1.083601569993756129e+03 1.656988315623518150e-06 9.566626500693028816e-07
-1.012164004016310173e+03 1.104658877082338375e-06 7.811117828828382906e-07
-9.050076550501410111e+02 1.104658877082338375e-06 7.811117828828382906e-07
-8.692888720614178055e+02 2.209317754164690725e-06 1.104658877082345363e-06
-7.978513060839716218e+02 1.104658877082345363e-06 7.811117828828432669e-07
-7.621325230952486436e+02 2.209317754164690725e-06 1.104658877082345363e-06
-6.906949571178024598e+02 1.104658877082345363e-06 7.811117828828432669e-07
-6.549761741290794816e+02 1.104658877082338375e-06 7.811117828828382906e-07
-6.192573911403562761e+02 2.761647192705863513e-06 1.235046170552354435e-06
-5.835386081516332979e+02 2.209317754164690725e-06 1.104658877082345363e-06
-5.478198251629103197e+02 4.970964946870522898e-06 1.656988315623507562e-06
-5.121010421741871141e+02 1.656988315623518150e-06 9.566626500693028816e-07
-4.763822591854641360e+02 5.523294385411691450e-06 1.746619044552082925e-06
-4.406634761967409304e+02 4.418635508329381451e-06 1.562223565765686534e-06
-4.049446932080179522e+02 4.970964946870522898e-06 1.656988315623507562e-06
-3.692259102192947466e+02 9.941929893741110170e-06 2.343335348648530330e-06
-3.335071272305717685e+02 1.325590652498814520e-05 2.705850588687588857e-06
-2.977883442418487903e+02 1.491289484061156954e-05 2.869987950207890010e-06
-2.620695612531255847e+02 2.651181304997629040e-05 3.826650600277211526e-06
-2.263507782644026065e+02 2.927346024268196714e-05 4.021019007664322158e-06
-1.906319952756794009e+02 5.965157936244665086e-05 5.739975900415816443e-06
-1.549132122869564228e+02 9.776231062178757233e-05 7.348265246724540067e-06
-1.191944292982334446e+02 1.922106446123268730e-04 1.030357207090641464e-05
-8.347564630951023901e+01 4.910208708631025494e-04 1.646831144701286904e-05
-4.775686332078726082e+01 1.645389397414142967e-03 3.014626016698168008e-05
-1.203808033206405526e+01 6.359521155363062617e-03 5.926677609869116377e-05
2.368070265665892293e+01 1.237217942332227011e-02 8.266510094601131099e-05
5.939948564538190112e+01 5.263147219858834401e-03 5.391652018541408161e-05
9.511826863410487931e+01 9.803847534105691180e-04 2.327005286641134471e-05
1.308370516228283122e+02 2.109898455227279725e-04 1.079517961478441980e-05
1.665558346115512904e+02 8.174475690409355557e-05 6.719377626277797516e-06
2.022746176002742686e+02 3.700607238225857082e-05 4.521011300749741380e-06
2.379934005889972468e+02 1.933153034894104501e-05 3.267625024964193691e-06
2.737121835777202250e+02 1.601755371769380669e-05 2.974385054376245735e-06
3.094309665664436579e+02 9.389600455199936536e-06 2.277312615243353318e-06
3.451497495551666361e+02 7.180282701035245387e-06 1.991452111608434291e-06
3.808685325438896143e+02 2.761647192705863513e-06 1.235046170552354435e-06
4.165873155326125925e+02 2.209317754164690725e-06 1.104658877082345363e-06
4.523060985213355707e+02 1.656988315623497186e-06 9.566626500692908114e-07
4.880248815100590036e+02 2.761647192705863513e-06 1.235046170552354435e-06
5.594624474875049600e+02 1.656988315623518150e-06 9.566626500693028816e-07
6.666187964536743493e+02 1.104658877082345363e-06 7.811117828828432669e-07
