# r	c(r)	err
2.181886254545454040e+00 1.452318838908775445e-02 5.096471914376255602e-02
2.300946026999490801e+00 3.494853290647410848e-02 1.303104434909130305e-02
2.418423303452623685e+00 1.521408067567863939e-02 8.368567109742923449e-03
2.546304093475102892e+00 1.292118126243442348e-02 8.746058329109346677e-03
2.676560598062953655e+00 1.714297432240214844e-02 1.159815001065368258e-02
2.806490719035201309e+00 3.412887904505468219e-03 1.805395361685297254e-02
2.938594174418590832e+00 -4.257271135633911713e-02 3.409971697352367354e-02
3.072581176229594480e+00 2.826665689541619370e-02 6.401843996644798751e-02
3.210991071428257460e+00 -2.456661488149945449e-01 1.336306209562121983e-01
3.371148267857279279e+00 -6.530810597122231609e-02 1.336306209562121983e-01
3.509567450070279815e+00 2.741870910709946763e-02 3.750293003086746513e-02
3.637994888302183316e+00 4.494553970540746818e-02 2.015375504476893051e-02
3.770661302042785934e+00 1.181582218449704277e-02 1.273291434245905560e-02
3.901492850594933781e+00 2.465547671803570290e-02 9.153917273018161160e-03
4.032011738520877131e+00 6.204326264709929782e-03 7.824448283370869645e-03
4.163582240758045394e+00 -2.796621455805536113e-03 7.895584405313365098e-03
4.296939117834139843e+00 1.403851450628912541e-02 8.702234803299272251e-03
4.431712886411506958e+00 9.938149706317919371e-03 9.782319760890369198e-03
4.569543308077848920e+00 7.142704996875450831e-03 9.913144821476801982e-03
4.705983490265905012e+00 1.284706557607429543e-02 8.896008544727062456e-03
4.839093262168510989e+00 5.039083367229675245e-03 7.955824612342732305e-03
4.972273367974644032e+00 1.614881732764782141e-02 7.728289128000160983e-03
5.104630023575252196e+00 7.413863020861233451e-03 8.126322222101821369e-03
5.238775350819902421e+00 -1.171253621257690482e-02 9.147021665807528873e-03
5.373918092446183792e+00 3.287269606988552518e-03 1.047824355769885751e-02
5.511346956418280207e+00 -6.296202282872832671e-03 1.091219365980824856e-02
5.648760816628165315e+00 1.017473867368689290e-04 1.002660580490851924e-02
5.783776747731926626e+00 -1.046897573503279347e-02 8.386204969220557512e-03
5.917190063576384773e+00 -4.061139956464911898e-04 7.180692088349913127e-03
6.050472692538324537e+00 -1.367483368928984651e-03 6.498303352026888087e-03
6.184462381263656994e+00 -2.789967605039483760e-03 6.110524604335024722e-03
6.318323920364218083e+00 7.712327606261739320e-03 5.917781389890357409e-03
6.452135270241335263e+00 5.900056361890938100e-03 5.974862856065683674e-03
6.586253021350407799e+00 -1.272475900668161748e-02 6.109498152525458942e-03
6.721290798690526813e+00 -9.348213340532087953e-03 6.357316339644819222e-03
6.856200031275040629e+00 7.550643688162369215e-03 6.501049191476743379e-03
6.991200627390476541e+00 2.078939330330144448e-03 6.413023967968339498e-03
7.126309531534415598e+00 2.820172273594688268e-03 6.290179073253903720e-03
7.260429948966653058e+00 8.992298051063657774e-03 6.118983980557621792e-03
7.394599473880317575e+00 4.466520018943973859e-03 6.044089247487335198e-03
7.529177509838019589e+00 2.685625871980147454e-03 6.070089273459421640e-03
7.663686720577028488e+00 -3.336607802854573302e-03 6.050391798243519477e-03
7.799113526352214443e+00 1.063109848786395351e-03 5.886529989436819522e-03
7.934269087823849986e+00 7.484334141074621208e-03 5.587551392613334701e-03
