# mu	p(mu)	err
-6.520073061133937244e+02 8.019579637409034099e-07 5.670699143877481390e-07
-6.028063847546047782e+02 1.202936945611357921e-06 6.945159693668637239e-07
-5.536054633958159457e+02 1.603915927481806820e-06 8.019579637409034099e-07
-5.044045420370269994e+02 2.004894909352258684e-06 8.966162610109858390e-07
-4.552036206782380532e+02 2.004894909352260801e-06 8.966162610109867920e-07
-4.060026993194491638e+02 5.613705746186329904e-06 1.500325969456671597e-06
-3.568017779606602744e+02 6.415663709927227279e-06 1.603915927481806820e-06
-3.076008566018713282e+02 1.443524334733627811e-05 2.405873891222712877e-06
-2.583999352430824388e+02 2.486069687596803631e-05 3.157311660561179848e-06
-2.091990138842935494e+02 6.736446895423589109e-05 5.197281614027967963e-06
-1.599980925255046031e+02 1.431494965277512550e-04 7.576274768840254722e-06
-1.107971711667156569e+02 4.759620514802272748e-04 1.381487527310737164e-05
-6.159624980792682436e+01 1.839290589839761821e-03 2.715726179271117427e-05
-1.239532844913787812e+01 5.830234396396368098e-03 4.835081645983967406e-05
3.680559290965106811e+01 7.558052829276161629e-03 5.505107018402321709e-05
8.600651426843990066e+01 3.268379681226051773e-03 3.620154080897791687e-05
1.352074356272288469e+02 8.091755854145715049e-04 1.801283993139231755e-05
1.844083569860177931e+02 1.920689323159467936e-04 8.775853515698242455e-06
2.336092783448066257e+02 5.252824662502917827e-05 4.589414216557946909e-06
2.828101997035955719e+02 1.443524334733626286e-05 2.405873891222710336e-06
3.320111210623845182e+02 6.415663709927227279e-06 1.603915927481806820e-06
3.812120424211734644e+02 2.806852873093162411e-06 1.060890666993092450e-06
4.304129637799624106e+02 2.806852873093174693e-06 1.060890666993097108e-06
4.796138851387511295e+02 1.202936945611355168e-06 6.945159693668621358e-07
5.288148064975400757e+02 8.019579637409034099e-07 5.670699143877481390e-07
