# mu	p(mu)	err
-7.259574911651033062e+02 7.884058367257983256e-07 5.574871134758659758e-07
-6.258641918284733947e+02 7.884058367258001256e-07 5.574871134758672464e-07
-5.758175421601586095e+02 7.884058367257966316e-07 5.574871134758647053e-07
-5.257708924918435969e+02 1.576811673451598557e-06 7.884058367257992785e-07
-4.757242428235287548e+02 2.365217510177392436e-06 9.655960051051150197e-07
-4.256775931552137990e+02 5.124637938717689540e-06 1.421318835094978103e-06
-3.756309434868989001e+02 1.024927587743537908e-05 2.010048373047646719e-06
-3.255842938185840012e+02 1.931594299978205855e-05 2.759420428540294140e-06
-2.755376441502691023e+02 3.429565389757222759e-05 3.676880043404585741e-06
-2.254909944819542034e+02 7.292753989713634470e-05 5.361739368570418593e-06
-1.754443448136393044e+02 1.647768198756918560e-04 8.059497706033267664e-06
-1.253976951453244055e+02 4.647652407498581591e-04 1.353557587460649845e-05
-7.535104547700950661e+01 1.550794280839645463e-03 2.472504057200881065e-05
-2.530439580869460769e+01 4.780892993905241223e-03 4.341246330926390288e-05
2.474225385962029122e+01 7.418898923589762121e-03 5.407912357572426058e-05
7.478890352793519014e+01 3.912069761833402576e-03 3.927020902610495927e-05
1.248355531962502027e+02 1.149101507027853759e-03 2.128330725159007211e-05
1.748822028645649880e+02 2.802782749560206953e-04 1.051125653484787716e-05
2.249288525328800006e+02 7.332174281549941623e-05 5.376211026115313643e-06
2.749755022011947858e+02 2.246956634668520103e-05 2.976166767540433516e-06
3.250221518695097984e+02 7.884058367258001891e-06 1.762929044776489288e-06
3.750688015378245836e+02 3.942029183628983158e-06 1.246579082312172710e-06
4.251154512061395963e+02 1.971014591814500473e-06 8.814645223882446439e-07
4.751621008744543815e+02 7.884058367257966316e-07 5.574871134758647053e-07
5.252087505427693941e+02 7.884058367258019255e-07 5.574871134758685169e-07
