# mu	p(mu)	err
-7.068448963335390545e+02 2.234598012952381982e-06 1.580099408184613680e-06
-6.891875501449333115e+02 2.234598012952381982e-06 1.580099408184613680e-06
-5.479287806360875948e+02 5.586495032380955167e-06 2.498356529673740853e-06
-5.302714344474818517e+02 4.469196025904763964e-06 2.234598012952381982e-06
-5.126140882588761087e+02 4.469196025904763964e-06 2.234598012952381982e-06
-4.772993958816646227e+02 3.351897019428572761e-06 1.935218646462990961e-06
-4.596420496930588797e+02 3.351897019428572761e-06 1.935218646462990961e-06
-4.243273573158473937e+02 5.586495032380955167e-06 2.498356529673740853e-06
-4.066700111272416507e+02 4.469196025904763964e-06 2.234598012952381982e-06
-3.890126649386359077e+02 3.351897019428572761e-06 1.935218646462990961e-06
-3.713553187500301647e+02 6.703794038857145522e-06 2.736812455985265514e-06
-3.536979725614244217e+02 4.469196025904821562e-06 2.234598012952410781e-06
-3.360406263728189060e+02 1.005569105828571913e-05 3.351897019428573185e-06
-3.183832801842131630e+02 1.229028907123810154e-05 3.705661583118393635e-06
-3.007259339956074200e+02 1.340758807771429104e-05 3.870437292925981922e-06
-2.830685878070016770e+02 1.452488708419048225e-05 4.028478857874878641e-06
-2.654112416183959340e+02 1.452488708419048225e-05 4.028478857874878641e-06
-2.477538954297901910e+02 2.122868112304762608e-05 4.870193458948112102e-06
-2.300965492411844480e+02 4.357466125257144335e-05 6.977530059056330643e-06
-2.124392030525787050e+02 4.134006323961906772e-05 6.796264531732802748e-06
-1.947818568639729619e+02 4.580925926552382576e-05 7.154204348827339578e-06
-1.771245106753672189e+02 3.798816622019049412e-05 6.514916758921117089e-06
-1.594671644867614759e+02 8.156282747276194425e-05 9.546206895972134097e-06
-1.418098182981557329e+02 1.016742095893333723e-04 1.065835321981844401e-05
-1.241524721095499899e+02 1.620083559390497708e-04 1.345406165927389192e-05
-1.064951259209444743e+02 2.145214092434286567e-04 1.548174917170392769e-05
-8.883777973233873126e+01 3.262513098910477770e-04 1.909241379194426819e-05
-7.118043354373298826e+01 5.195440380114287873e-04 2.409327784861988952e-05
-5.352308735512724525e+01 9.664636406019051600e-04 3.286074961774109051e-05
-3.586574116652150224e+01 1.739634553083429201e-03 4.408732196212157502e-05
-1.820839497791575923e+01 3.325081843273144152e-03 6.095170744073627434e-05
-5.510487893100162182e-01 6.706028636870098487e-03 8.656003196265494638e-05
1.710629739929572679e+01 1.111377321741867201e-02 1.114334230562068895e-04
3.476364358790146980e+01 1.311597303702400664e-02 1.210556221050283657e-04
5.242098977650721281e+01 9.288106640836575612e-03 1.018704683500160221e-04
7.007833596511295582e+01 4.755224571562668458e-03 7.289038132276535770e-05
8.773568215371869883e+01 2.011138211657169644e-03 4.740298224553902621e-05
1.053930283423242145e+02 8.614375339931431598e-04 3.102391498299076586e-05
1.230503745309299575e+02 4.178698284220953743e-04 2.160753442973963051e-05
1.407077207195357005e+02 2.290462963276191559e-04 1.599728724890255049e-05
1.583650669081414435e+02 9.720501356342862108e-05 1.042147134904296767e-05
1.760224130967471865e+02 7.262443542095241462e-05 9.007952572128942440e-06
1.936797592853529295e+02 5.139575429790478177e-05 7.577890551739542808e-06
2.113371054739586725e+02 3.910546522666668532e-05 6.610030063891080911e-06
2.289944516625644155e+02 2.904977416838096449e-05 5.697129436539928977e-06
2.466517978511701585e+02 1.675948509714286465e-05 4.327280444816380363e-06
2.643091440397759015e+02 1.117299006476191033e-05 3.533209687907984162e-06
2.819664902283816446e+02 8.938392051809527928e-06 3.160198816369227361e-06
2.996238364169873876e+02 1.117299006476191033e-05 3.533209687907984162e-06
3.172811826055931306e+02 1.005569105828584788e-05 3.351897019428615960e-06
3.349385287941986462e+02 2.234598012952381982e-06 1.580099408184613680e-06
3.525958749828043892e+02 3.351897019428572761e-06 1.935218646462990961e-06
3.702532211714101322e+02 6.703794038857145522e-06 2.736812455985265514e-06
4.055679135486216182e+02 2.234598012952381982e-06 1.580099408184613680e-06
4.408826059258331043e+02 5.586495032381026317e-06 2.498356529673772617e-06
4.938546444916501059e+02 2.234598012952353183e-06 1.580099408184593352e-06
