# s	p(s)	error
1.000000000000000000e+00 1.260152248099138506e+00 3.930306876551105388e-02
1.811609194200414219e+00 1.766061792960042232e-01 1.093164806284285459e-02
2.438354098268828540e+00 7.742012185263622004e-02 6.238691206649743526e-03
3.281927872511474220e+00 3.510982988566307972e-02 3.621302449660484049e-03
4.417344703140069662e+00 2.664034511218316831e-02 2.718968837354027255e-03
5.945570708544391181e+00 3.504977842921334213e-02 2.688195292206441329e-03
8.002502278161049531e+00 1.179491519315306429e-02 1.344155334704265044e-03
1.077105056036769071e+01 1.183600605507704670e-02 1.160615881496927359e-03
1.449740670372631612e+01 8.370950540090769249e-03 8.413121842455748359e-04
1.951293422635963282e+01 2.826961129490073409e-03 4.214184836859592958e-04
2.626363527653332852e+01 2.333700232677192368e-03 3.300350519565332669e-04
3.534981105030105653e+01 1.664500938967870868e-03 2.402500162948712804e-04
4.757944314009409226e+01 7.729151210365350650e-04 1.411143489428486736e-04
6.404004271197280218e+01 4.785400599392145168e-04 9.570801198784290064e-05
8.619535664753031767e+01 2.844304108232997082e-04 6.360057334690899955e-05
1.160155301739971492e+02 1.267929250448550350e-04 3.660196470299355233e-05
1.561523006000496423e+02 7.850214376639832385e-05 2.482455755078078041e-05
2.101748011332487067e+02 4.665941030061834560e-05 1.649659271486633957e-05
2.828869434625969461e+02 2.599969486279183738e-05 1.061433098031685078e-05
3.807546021222372019e+02 1.287789067586744658e-05 6.438945337933723291e-06
5.124805876960931528e+02 1.195976066748913440e-05 5.348567569426792279e-06
6.897785379387657940e+02 8.885671035655764828e-06 3.973792892285449275e-06
1.249609141291986816e+03 1.961939929230182591e-06 1.387301028239317260e-06
1.681924324880868880e+03 1.457650640973659845e-06 1.030714652833392471e-06
