# s	p(s)	error
1.000000000000000000e+00 1.310941298097547003e+00 4.102705787671444282e-02
1.804721766827170226e+00 1.792865818629090779e-01 1.129399307190668417e-02
2.424462017082328114e+00 7.361340704945780467e-02 6.243807693537564707e-03
3.257020655659783159e+00 3.863341202778905470e-02 3.902563946460509744e-03
4.375479375074184496e+00 2.435622370996526689e-02 2.673442871667687949e-03
5.878016072274911963e+00 2.577559748235332820e-02 2.372836080341840081e-03
7.896522868499724623e+00 1.951204781771230523e-02 1.781198122146746389e-03
1.060818355139448244e+01 1.077225149189801022e-02 1.141856374430723960e-03
1.425102670302997687e+01 7.658262966029333665e-03 8.306552456582015935e-04
1.914481976169957633e+01 3.956928771323972756e-03 5.151482475673574511e-04
2.571913809059344302e+01 2.446229351269459118e-03 3.494613358956370091e-04
3.455107294592217926e+01 1.374984139581876975e-03 2.260460001081886152e-04
4.641588833612777165e+01 7.745489466999998717e-04 1.463759922296587271e-04
6.235507341273912374e+01 3.912364495848974066e-04 8.975579719843226445e-05
8.376776400682915380e+01 1.839339197250915799e-04 5.309714903319232531e-05
1.125335582600764610e+02 1.483265188046233962e-04 4.113837454316487279e-05
1.511775070615661605e+02 9.342497895271444335e-05 2.816869102118219902e-05
2.030917620904734804e+02 5.689940235064294764e-05 1.896646745021431701e-05
2.728333376486766610e+02 1.411826475566453477e-05 8.151183957173325093e-06
3.665241237079625876e+02 2.452183573702351187e-05 9.268382721562925774e-06
4.923882631706736674e+02 1.303826533926561080e-05 5.830889521455452096e-06
6.614740641230146139e+02 3.882171152800018632e-06 2.745109547871689434e-06
8.886238162743397879e+02 4.334717598775732118e-06 2.502650372514177116e-06
1.193776641714435755e+03 3.226678392336191111e-06 1.862923638403648862e-06
