# s	p(s)	error
1.000000000000000000e+00 1.299755230029415731e+00 4.063719816703510040e-02
1.804721766827170226e+00 1.936013482158376597e-01 1.167460056252500426e-02
2.424462017082328114e+00 7.336663341476716560e-02 6.200612238559782483e-03
3.257020655659783159e+00 3.627842094307341669e-02 3.761897007906373196e-03
4.375479375074184496e+00 2.700494191320630330e-02 2.800282028299596899e-03
5.878016072274911963e+00 2.766719559380121166e-02 2.445457702598925493e-03
7.896522868499724623e+00 1.979042651039955927e-02 1.784442664154463646e-03
1.060818355139448244e+01 1.065945304695667048e-02 1.129899763180140576e-03
1.425102670302997687e+01 6.775687665170639779e-03 7.772246790914177266e-04
1.914481976169957633e+01 3.517309033840822653e-03 4.831395524701939388e-04
2.571913809059344302e+01 2.568815264908242378e-03 3.562305828777414846e-04
3.455107294592217926e+01 1.176723372886824895e-03 2.080172691372450533e-04
4.641588833612777165e+01 8.211840927054972266e-04 1.499270171464047959e-04
6.235507341273912374e+01 5.705217115467833486e-04 1.078184690225511474e-04
8.376776400682915380e+01 1.365059325708467802e-04 4.550197752361559114e-05
1.125335582600764610e+02 1.806441372795735464e-04 4.516103431989338659e-05
1.511775070615661605e+02 7.563821475419670840e-05 2.521273825139890167e-05
2.030917620904734804e+02 4.379168662588749615e-05 1.655170175773879038e-05
2.728333376486766610e+02 2.794085904524185585e-05 1.140680793931175206e-05
3.665241237079625876e+02 6.932875025127066455e-06 4.902282943386204794e-06
4.923882631706736674e+02 5.160695600253823285e-06 3.649162854579058693e-06
2.154434690031882383e+03 1.179458330818055240e-06 8.340029838484130798e-07
9.426684551178845140e+03 2.695609394337638828e-07 1.906083682166306549e-07
