# s	p(s)	error
1.000000000000000000e+00 1.285885371252972975e+00 3.955166421167807117e-02
1.811609194200414219e+00 1.792974089526396253e-01 1.097282323069922842e-02
2.438354098268828540e+00 7.683360577799502877e-02 6.191428394478153824e-03
3.281927872511474220e+00 3.299045024475708021e-02 3.496980731989780648e-03
4.417344703140069662e+00 2.285830748143683616e-02 2.509025205316716984e-03
5.945570708544391181e+00 3.151043805842022871e-02 2.539183459397433701e-03
8.002502278161049531e+00 1.337778260002641870e-02 1.426076416787626627e-03
1.077105056036769071e+01 1.208517605434258207e-02 1.168318066827387161e-03
1.449740670372631612e+01 6.041843089542097561e-03 7.120380365800497687e-04
1.951293422635963282e+01 5.361707758389758390e-03 5.781678166935590082e-04
2.626363527653332852e+01 2.316020685459940776e-03 3.275347864114080379e-04
3.534981105030105653e+01 1.204503914957021386e-03 2.035983217126163835e-04
4.757944314009409226e+01 9.204716441435098701e-04 1.534119406905849693e-04
6.404004271197280218e+01 4.749147564548265128e-04 9.498295129096530527e-05
8.619535664753031767e+01 2.117067262377969594e-04 5.466244166660536052e-05
1.160155301739971492e+02 1.153463415338611863e-04 3.477823052800042771e-05
1.561523006000496423e+02 9.348891666725619011e-05 2.698792560204342728e-05
2.101748011332487067e+02 6.945889487932958536e-05 2.005105582809742958e-05
2.828869434625969461e+02 2.150227289788971259e-05 9.616108774086557442e-06
3.807546021222372019e+02 1.917049634702994862e-05 7.826322361018708462e-06
6.897785379387657940e+02 3.527342138396682317e-06 2.494207545625351223e-06
9.284145445194744752e+02 5.241376101647288958e-06 2.620688050823644479e-06
2.263803409521446611e+03 1.612166206305471015e-06 9.307845931888815303e-07
