# r	g(r)	err
2.040404040404040664e+00 3.412086963343083628e-03 4.404985328279733083e-04
2.121212121212121104e+00 6.177334052718932295e-02 1.802880904822757062e-03
2.202020202020201989e+00 3.984269909415487643e-01 4.410660924734803763e-03
2.282828282828282873e+00 1.237456431515916888e+00 7.497946019011185979e-03
2.363636363636363313e+00 2.475888899824167488e+00 1.024319661486958709e-02
2.444444444444444642e+00 3.445009745559681757e+00 1.168330330596730089e-02
2.525252525252525082e+00 3.657320870644896527e+00 1.165272006492157689e-02
2.606060606060606410e+00 3.297583173989004468e+00 1.072170770269687337e-02
2.686868686868686851e+00 2.603992615915176057e+00 9.241107610510251869e-03
2.767676767676767735e+00 1.924824616801728894e+00 7.713132807894295881e-03
2.848484848484848619e+00 1.352747657630896772e+00 6.282681980261024292e-03
2.929292929292929060e+00 9.008630408573130577e-01 4.985597076045798597e-03
3.010101010101010388e+00 6.158313324449830040e-01 4.011441069539193119e-03
3.090909090909090828e+00 3.949685807908603352e-01 3.128568283388419909e-03
3.171717171717171713e+00 2.869374522201453281e-01 2.598661790409454407e-03
3.252525252525252597e+00 2.195029158474595399e-01 2.216409817279706065e-03
3.333333333333333481e+00 2.011053726532517072e-01 2.070063589985159276e-03
3.414141414141414366e+00 2.035194409117848380e-01 2.033162262421246008e-03
3.494949494949494806e+00 2.282921258944244081e-01 2.103561227405165764e-03
3.575757575757576134e+00 2.627898931834121155e-01 2.205905264390813254e-03
3.656565656565656575e+00 3.302073222532864727e-01 2.418079466207677126e-03
3.737373737373737459e+00 4.452070897997115195e-01 2.747040749480963041e-03
3.818181818181818343e+00 5.999407811626987774e-01 3.121391060594933421e-03
3.898989898989899228e+00 8.363799337646310450e-01 3.609111402894597375e-03
3.979797979797980112e+00 1.102225591657873371e+00 4.059053853056980923e-03
4.060606060606060552e+00 1.346773403550494796e+00 4.397511688777527850e-03
4.141414141414141881e+00 1.509546455763670414e+00 4.564835950914036475e-03
4.222222222222222321e+00 1.581113358289484516e+00 4.582379064567794827e-03
4.303030303030302761e+00 1.559878790803920445e+00 4.466029808484689619e-03
4.383838383838384090e+00 1.457467542055117971e+00 4.237361402421023840e-03
4.464646464646464530e+00 1.327292988980072197e+00 3.970515729112739783e-03
4.545454545454545858e+00 1.210436622456312339e+00 3.724296970176226018e-03
4.626262626262626299e+00 1.129182833617779602e+00 3.534292145541012911e-03
4.707070707070707627e+00 1.104935903248400297e+00 3.436120741524120292e-03
4.787878787878788067e+00 1.142273294849693199e+00 3.434728866755912009e-03
4.868686868686868507e+00 1.201333814248195964e+00 3.463941926975318449e-03
4.949494949494949836e+00 1.226579765273768663e+00 3.443004639306739435e-03
5.030303030303030276e+00 1.227908142557353699e+00 3.389529256574091032e-03
5.111111111111111605e+00 1.163794113980486822e+00 3.247680901027262968e-03
5.191919191919192045e+00 1.057953472665462025e+00 3.048287710622710634e-03
5.272727272727273373e+00 9.354205647243555299e-01 2.822401171238889811e-03
5.353535353535353813e+00 8.124784821564443593e-01 2.590692419251700105e-03
5.434343434343434254e+00 6.999885127711441557e-01 2.368912234070278278e-03
5.515151515151515582e+00 6.118458118051171013e-01 2.182298444197747211e-03
5.595959595959596022e+00 5.590102219112368376e-01 2.055823849216648416e-03
5.676767676767677351e+00 5.619576785075697245e-01 2.031895082496372289e-03
5.757575757575757791e+00 5.990880342673507997e-01 2.068503485353518842e-03
5.838383838383839120e+00 6.756497293938642512e-01 2.166300775236216711e-03
5.919191919191919560e+00 7.898394919236989553e-01 2.310242644978532066e-03
6.000000000000000000e+00 9.187978399195428914e-01 2.458155360590019278e-03
6.080808080808081328e+00 1.049516683962345764e+00 2.592292313700518634e-03
6.161616161616162657e+00 1.168454933765936898e+00 2.699367025009729790e-03
6.242424242424242209e+00 1.269184483112236528e+00 2.776896491655388328e-03
6.323232323232323537e+00 1.318620211850981550e+00 2.794288998840978484e-03
6.404040404040404866e+00 1.329230346535302365e+00 2.770107709397861152e-03
6.484848484848485306e+00 1.323828515322996502e+00 2.730025022706300455e-03
6.565656565656565746e+00 1.283226196602867297e+00 2.654752520636043632e-03
6.646464646464647075e+00 1.220366991996386208e+00 2.557438051257555477e-03
6.727272727272727515e+00 1.158674790850816816e+00 2.462024327310363865e-03
6.808080808080807955e+00 1.093798734378305770e+00 2.363712226870410063e-03
6.888888888888889284e+00 1.034802926163017833e+00 2.272114636700967114e-03
6.969696969696970612e+00 9.903691465062464117e-01 2.197026272192996368e-03
7.050505050505051052e+00 9.546330412484099748e-01 2.132301430554348325e-03
7.131313131313131493e+00 9.379625482513890278e-01 2.089651378847442662e-03
7.212121212121212821e+00 9.375260469829461707e-01 2.065757077697706872e-03
7.292929292929293261e+00 9.353917009313335029e-01 2.040541109254072685e-03
7.373737373737373701e+00 9.410240502062928725e-01 2.024246007499732550e-03
7.454545454545455030e+00 9.354061267016484660e-01 1.996317129205245951e-03
7.535353535353536358e+00 9.197293747001453745e-01 1.958289932336661210e-03
7.616161616161616799e+00 9.065772604229056508e-01 1.923609241435417618e-03
7.696969696969697239e+00 8.837649998575328736e-01 1.879313431292530846e-03
7.777777777777778567e+00 8.696293408582170814e-01 1.844854657157939982e-03
7.858585858585859008e+00 8.675165093074744815e-01 1.823665016924646935e-03
7.939393939393939448e+00 8.767423695165365016e-01 1.814676609360052961e-03
8.020202020202020776e+00 9.042673350611366567e-01 1.824373306009833369e-03
