# r	g(r)	err
8.101010101010102105e+00 9.417736626290718061e-01 1.843251908099492048e-03
8.181818181818181657e+00 1.000936191575078071e+00 1.881498894196147577e-03
8.262626262626262985e+00 1.046941297919589120e+00 1.905432866490494462e-03
8.343434343434344314e+00 1.092998386514471898e+00 1.928037617517790875e-03
8.424242424242425642e+00 1.133888104992671009e+00 1.944933868301946004e-03
8.505050505050505194e+00 1.159765082300455274e+00 1.948312931194513429e-03
8.585858585858586522e+00 1.176056939443721916e+00 1.943484309191498239e-03
8.666666666666667851e+00 1.166010519622073582e+00 1.917121935740254959e-03
8.747474747474747403e+00 1.151219442704998874e+00 1.887326143288357676e-03
8.828282828282828731e+00 1.125878764413132505e+00 1.849354512154643667e-03
8.909090909090910060e+00 1.090119879564921401e+00 1.803243330686760040e-03
8.989898989898989612e+00 1.051545197157944589e+00 1.755131882518118098e-03
9.070707070707070940e+00 1.016197488420041761e+00 1.710009455783185464e-03
9.151515151515152269e+00 9.807923491400378779e-01 1.665122261235789077e-03
9.232323232323233597e+00 9.517320943761287122e-01 1.625911682907873546e-03
9.313131313131313149e+00 9.316409531831804092e-01 1.594700588301493785e-03
9.393939393939394478e+00 9.202479687499126593e-01 1.571286123625295844e-03
9.474747474747475806e+00 9.192074717844265219e-01 1.557003986502273046e-03
9.555555555555557135e+00 9.202277096566221504e-01 1.544693456445903404e-03
9.636363636363636687e+00 9.282235162622564095e-01 1.538380260706446664e-03
9.717171717171718015e+00 9.398640711660012359e-01 1.535123223723122059e-03
9.797979797979799343e+00 9.492301173926677160e-01 1.530029520774604454e-03
9.878787878787878896e+00 9.628328426887181601e-01 1.528348457948865147e-03
9.959595959595960224e+00 9.750737205161025267e-01 1.525554056099609045e-03
