# s	p(s)	error
1.000000000000000000e+00 1.338179729796983075e+00 4.117963453475781410e-02
1.804721766827170226e+00 1.748395256548212207e-01 1.108000473576568196e-02
2.424462017082328114e+00 8.206062052251485162e-02 6.549150497029369161e-03
3.257020655659783159e+00 4.707771618604507380e-02 4.279792380549552085e-03
4.375479375074184496e+00 2.027322908445314611e-02 2.423114340532851567e-03
5.878016072274911963e+00 2.500793022096359230e-02 2.321928029744974725e-03
7.896522868499724623e+00 1.813397759977726856e-02 1.705901115491117222e-03
1.060818355139448244e+01 9.795426621376793208e-03 1.081723910352817147e-03
1.425102670302997687e+01 5.868786499047759682e-03 7.223976804071669715e-04
1.914481976169957633e+01 3.772889644950494243e-03 4.997314414372574110e-04
2.571913809059344302e+01 2.709922108642407162e-03 3.654058225865619786e-04
3.455107294592217926e+01 1.026944614588567225e-03 1.940742900313158843e-04
4.641588833612777165e+01 7.644373416516969232e-04 1.444650784929791046e-04
6.235507341273912374e+01 6.503223985404588256e-04 1.149618444913647357e-04
8.376776400682915380e+01 2.420435914920265549e-04 6.051089787300663873e-05
1.125335582600764610e+02 1.238685810784543023e-04 3.734778243190448423e-05
1.511775070615661605e+02 6.705842306029159965e-05 2.370873284080426987e-05
2.030917620904734804e+02 4.991696916401052050e-05 1.764831369607581347e-05
2.728333376486766610e+02 2.786790641065897871e-05 1.137702515095845722e-05
3.665241237079625876e+02 2.074432057126793255e-05 8.468833410054480299e-06
4.923882631706736674e+02 1.029444239841754820e-05 5.147221199208774098e-06
1.603718743751329384e+03 2.370519752583249180e-06 1.368620217273264133e-06
