# s	p(s)	error
1.000000000000000000e+00 1.229043155746526006e+00 3.869203300326883727e-02
1.811609194200414219e+00 1.929715774588218469e-01 1.139075205719023397e-02
2.438354098268828540e+00 7.493253949813494241e-02 6.118216230045896500e-03
3.281927872511474220e+00 3.897052291018337361e-02 3.803133615089044142e-03
4.417344703140069662e+00 2.592044956632613348e-02 2.673490239528830085e-03
5.945570708544391181e+00 3.626232821171278958e-02 2.725643496646884458e-03
8.002502278161049531e+00 1.172035820710279341e-02 1.335658777594882999e-03
1.077105056036769071e+01 1.221354276479845805e-02 1.175248700502565941e-03
1.449740670372631612e+01 6.721645915040513897e-03 7.515028593357181734e-04
1.951293422635963282e+01 4.307273771506240322e-03 5.185348274567373175e-04
2.626363527653332852e+01 1.901537893761193329e-03 2.969703262424220995e-04
3.534981105030105653e+01 1.378316201041663008e-03 2.179309265601099641e-04
4.757944314009409226e+01 8.704333626034707876e-04 1.492780901473316055e-04
6.404004271197280218e+01 4.945357605521005133e-04 9.698644204710037684e-05
8.619535664753031767e+01 3.108957436129266031e-04 6.628319525018615201e-05
1.160155301739971492e+02 1.574893158742984476e-04 4.066356650578381858e-05
1.561523006000496423e+02 7.020533059462728549e-05 2.340177686487576183e-05
2.101748011332487067e+02 4.056891205341373838e-05 1.533360746482621034e-05
2.828869434625969461e+02 2.583534786618758942e-05 1.054723659991029518e-05
3.807546021222372019e+02 1.279648807993908072e-05 6.398244039969540359e-06
5.124805876960931528e+02 9.507329339718288417e-06 4.753664669859144209e-06
9.284145445194744752e+02 5.248002367262519432e-06 2.624001183631259716e-06
2.263803409521446611e+03 1.076136228734878455e-06 7.609432248189500780e-07
