# gamma	d2min
0.000000000000000000e+00 4.590054490737047743e+00
7.999999999999949860e-03 4.560659031921609596e+00
1.600000000000006278e-02 4.598317924057466755e+00
2.400000000000001091e-02 4.561151459994195356e+00
3.199999999999995903e-02 4.624577521664714475e+00
4.000000000000007022e-02 4.653979302031764576e+00
4.800000000000002182e-02 4.628140914769079295e+00
5.599999999999996647e-02 4.516857609222555858e+00
6.400000000000008460e-02 4.516395022140216042e+00
7.200000000000003619e-02 4.567626053967411615e+00
7.999999999999997391e-02 4.572682604119499672e+00
8.799999999999993938e-02 4.576497002042550832e+00
9.600000000000004363e-02 4.523173935811043656e+00
1.039999999999999952e-01 4.472860982714840006e+00
1.119999999999999329e-01 4.481270105488466271e+00
1.200000000000000372e-01 4.455619930116751171e+00
1.280000000000000027e-01 4.525877076796341214e+00
1.359999999999999543e-01 4.615121351952470086e+00
1.439999999999999059e-01 4.539961388931112118e+00
1.520000000000000240e-01 4.512349377644386372e+00
1.599999999999999478e-01 4.532493735760382947e+00
1.679999999999999272e-01 4.539853067751681515e+00
1.760000000000000175e-01 4.618982077416934118e+00
1.839999999999999691e-01 4.573723045265677634e+00
1.920000000000000040e-01 4.572011242809136178e+00
2.000000000000000389e-01 4.589675836492499883e+00
