# s	p(s)	error
1.000000000000000000e+00 1.264369017881717960e+00 3.911251116394157817e-02
1.811609194200414219e+00 1.716430258904627359e-01 1.070679778553634484e-02
2.438354098268828540e+00 8.336237177754839134e-02 6.431546613030531510e-03
3.281927872511474220e+00 4.313346868108282328e-02 3.987690590211902253e-03
4.417344703140069662e+00 2.465124023173709267e-02 2.598468876008873125e-03
5.945570708544391181e+00 3.846146395075487195e-02 2.797659839573801623e-03
8.002502278161049531e+00 1.088589760337017875e-02 1.282915335774239933e-03
1.077105056036769071e+01 1.100843458492217590e-02 1.112019820749569551e-03
1.449740670372631612e+01 6.342797182323809541e-03 7.275687351874739932e-04
1.951293422635963282e+01 3.534352240084115068e-03 4.681363903256730605e-04
2.626363527653332852e+01 2.119144385416741379e-03 3.124507935605116060e-04
3.534981105030105653e+01 1.403312245164781364e-03 2.191605524317297377e-04
4.757944314009409226e+01 7.374561435289568893e-04 1.369421679633541671e-04
6.404004271197280218e+01 6.423694212716066308e-04 1.101654468868927523e-04
8.619535664753031767e+01 2.947765818992916756e-04 6.432552379304065713e-05
1.160155301739971492e+02 8.343176147782005708e-05 2.949758215365256374e-05
1.561523006000496423e+02 8.523183779877939177e-05 2.569836601554383195e-05
2.101748011332487067e+02 3.454046342262182847e-05 1.410108514411495325e-05
2.828869434625969461e+02 1.710821277702334256e-05 8.554106388511671281e-06
5.124805876960931528e+02 1.180456913099178586e-05 5.279163804398649902e-06
6.897785379387657940e+02 5.262221591145155468e-06 3.038145052183116375e-06
9.284145445194744752e+02 5.212854590838827226e-06 2.606427295419413613e-06
1.249609141291986816e+03 1.936481520772193663e-06 1.369299214980456168e-06
1.681924324880868880e+03 1.438735961245663474e-06 1.017339954533754498e-06
3.046989570903508138e+03 1.191263517969179162e-06 6.877763127752862366e-07
