# mu	p(mu)	err
1.000000000000000000e+00 1.251365042428523200e+00 3.518347695891763105e-02
1.811609194200414219e+00 1.752806638244064075e-01 9.783212640340604657e-03
2.438354098268828540e+00 7.059045271243191699e-02 5.351448409664372706e-03
3.281927872511474220e+00 4.008815802992100191e-02 3.476084148760290489e-03
4.417344703140069662e+00 2.373766890578641112e-02 2.305606221350797042e-03
5.945570708544391181e+00 3.843367598912036248e-02 2.528750226057631997e-03
8.002502278161049531e+00 1.149610270659354519e-02 1.192090318439720589e-03
1.077105056036769071e+01 1.239850144629823028e-02 1.067093102654258219e-03
1.449740670372631612e+01 7.369311694431224247e-03 7.091123484203541152e-04
1.951293422635963282e+01 4.562610775727305237e-03 4.809414042708658904e-04
2.626363527653332852e+01 2.448228847792151362e-03 3.036654153495431168e-04
3.534981105030105653e+01 1.371205278135878168e-03 1.958864683051254603e-04
4.757944314009409226e+01 9.771742094911593703e-04 1.425355077593897944e-04
6.404004271197280218e+01 6.487706143208768397e-04 1.001074791466756192e-04
8.619535664753031767e+01 1.032885383041079176e-04 3.442951276803597028e-05
1.160155301739971492e+02 9.379291837250313887e-05 2.827962893036585043e-05
1.561523006000496423e+02 6.968475718729773088e-05 2.101074483611711742e-05
2.101748011332487067e+02 5.647992273555341771e-05 1.630434929759051442e-05
2.828869434625969461e+02 2.797503102279861052e-05 9.890667070062467194e-06
3.807546021222372019e+02 1.558832967848841760e-05 6.363908942429996065e-06
5.124805876960931528e+02 7.721044669114133878e-06 3.860522334557066939e-06
