# s	p(s)	error
1.000000000000000000e+00 1.270549156814155589e+00 4.102817211467110758e-02
1.804721766827170226e+00 2.092220575424757478e-01 1.239324509877337381e-02
2.424462017082328114e+00 7.049319436005907491e-02 6.206579686410236205e-03
3.257020655659783159e+00 4.718569341129676131e-02 4.381081647564719940e-03
4.375479375074184496e+00 2.210395991052484591e-02 2.587072825505107570e-03
5.878016072274911963e+00 2.749805185367759988e-02 2.489556639288560864e-03
7.896522868499724623e+00 1.610676049156378742e-02 1.643889358897951663e-03
1.060818355139448244e+01 1.248912002925268647e-02 1.248912002925268560e-03
1.425102670302997687e+01 5.763926057010012975e-03 7.320193412599789199e-04
1.914481976169957633e+01 3.944540675203018348e-03 5.224671758065592897e-04
2.571913809059344302e+01 2.421108836678234882e-03 3.531550198775481372e-04
3.455107294592217926e+01 1.342082986990745727e-03 2.268534293307970199e-04
4.641588833612777165e+01 7.992161106076431073e-04 1.510376480331510366e-04
6.235507341273912374e+01 4.249433780271765111e-04 9.502022798571570954e-05
8.376776400682915380e+01 2.846875318038041662e-04 6.710149475257695391e-05
1.125335582600764610e+02 1.648233927726045107e-04 4.405090464862559594e-05
1.511775070615661605e+02 9.640029675375630521e-05 2.906578309192048531e-05
2.030917620904734804e+02 5.871148522805195319e-05 1.957049507601731886e-05
3.665241237079625876e+02 1.445873481127500991e-05 7.229367405637504954e-06
6.614740641230146139e+02 6.008710765161811819e-06 3.469130777748774269e-06
8.886238162743397879e+02 5.963687906595910689e-06 2.981843953297955345e-06
