# s	p(s)	error
1.000000000000000000e+00 1.187816842880096591e+00 3.662196213318517218e-02
1.811609194200414219e+00 1.888477660236071443e-01 1.084902069041014487e-02
2.438354098268828540e+00 7.408954842878091862e-02 5.857293096207428704e-03
3.281927872511474220e+00 4.025228776527611796e-02 3.721325320318841917e-03
4.417344703140069662e+00 2.351582807314684179e-02 2.451694555869561674e-03
5.945570708544391181e+00 3.589235835091929283e-02 2.610784904977270313e-03
8.002502278161049531e+00 1.199297307307055881e-02 1.300820569674006159e-03
1.077105056036769071e+01 1.331310617972394396e-02 1.181347142912593344e-03
1.449740670372631612e+01 7.243131422579959615e-03 7.510777403799484900e-04
1.951293422635963282e+01 4.744877570778494556e-03 5.239840711793797897e-04
2.626363527653332852e+01 2.794423708300260330e-03 3.466056029888144713e-04
3.534981105030105653e+01 1.245693647048855225e-03 1.994706239086590160e-04
4.757944314009409226e+01 9.255054734474196928e-04 1.481994827996384117e-04
6.404004271197280218e+01 4.584114686680213152e-04 8.990188553819109364e-05
8.619535664753031767e+01 3.536825495210194742e-04 6.806623839121123966e-05
1.160155301739971492e+02 1.362528659368735125e-04 3.641511016441588189e-05
1.561523006000496423e+02 1.301541011726957376e-04 3.067761584615104386e-05
2.101748011332487067e+02 6.983874821070092012e-05 1.936978366830008691e-05
2.828869434625969461e+02 3.193087525336622427e-05 1.128926921043848732e-05
3.807546021222372019e+02 1.482718076840597676e-05 6.630916822566665618e-06
6.897785379387657940e+02 4.910721633299130814e-06 2.835206456900571885e-06
