# s	p(s)	error
1.000000000000000000e+00 1.362179814102106423e+00 4.273538160001921771e-02
1.804721766827170226e+00 1.857250502723505614e-01 1.174628354819806826e-02
2.424462017082328114e+00 7.797303885134548862e-02 6.566514446005492812e-03
3.257020655659783159e+00 4.733888885015194448e-02 4.414374146952046440e-03
4.375479375074184496e+00 2.512632330806375061e-02 2.774738227559466180e-03
5.878016072274911963e+00 2.463393088350014637e-02 2.370401104464573989e-03
7.896522868499724623e+00 1.714850279890930626e-02 1.706339804133485136e-03
1.060818355139448244e+01 1.150114553412092018e-02 1.205647646835096998e-03
1.425102670302997687e+01 5.268446878937567239e-03 7.040258279072451972e-04
1.914481976169957633e+01 3.151388631904708873e-03 4.697812802972660905e-04
2.571913809059344302e+01 2.554349985579711622e-03 3.649071407971016603e-04
3.455107294592217926e+01 1.590973883473191606e-03 2.484683764485331060e-04
4.641588833612777165e+01 7.798980416357732858e-04 1.500914480929585546e-04
6.235507341273912374e+01 2.580181063269983621e-04 7.448341157184500312e-05
8.376776400682915380e+01 2.400794946688004450e-04 6.198825897454375827e-05
1.125335582600764610e+02 3.574208931671120376e-05 2.063570488840286030e-05
1.511775070615661605e+02 2.660570721556458694e-05 1.536081222288658265e-05
2.030917620904734804e+02 2.640635247212158617e-05 1.320317623606079309e-05
2.728333376486766610e+02 1.965636861009648279e-05 9.828184305048241396e-06
3.665241237079625876e+02 7.315906794471103201e-06 5.173127304899254661e-06
4.923882631706736674e+02 5.445816904135249915e-06 3.850774062014365442e-06
6.614740641230146139e+02 4.053758828061897132e-06 2.866440356617398985e-06
