# mu	p(mu)	err
-2.815370373694500813e+03 1.588536125006749510e-07 1.123264666152073674e-07
-2.566984012906495082e+03 1.588536125006752687e-07 1.123264666152075924e-07
-1.821824930542478796e+03 3.177072250013499021e-07 1.588536125006749510e-07
-1.325052208966467788e+03 5.559876437523633742e-07 2.101435767705039732e-07
-1.076665848178462511e+03 1.111975287504724631e-06 2.971878963144378676e-07
-8.282794873904567794e+02 2.065096962508774708e-06 4.049988349728242675e-07
-5.798931266024510478e+02 6.036437275025670322e-06 6.924268437068140510e-07
-3.315067658144462257e+02 7.910909902533612610e-05 2.506667724474892292e-06
-8.312040502644049411e+01 3.896440834222805565e-03 1.759209627093138886e-05
1.652659557615652375e+02 3.383581946264376894e-05 1.639350809552612019e-06
4.136523165495709691e+02 3.335925862514186386e-06 5.147445358111198110e-07
6.620386773375757912e+02 1.032548481254387354e-06 2.863774225819354770e-07
9.104250381255815228e+02 5.559876437523623154e-07 2.101435767705035762e-07
1.158811398913587254e+03 3.971340312516888202e-07 1.776037380114604179e-07
1.655584120489597808e+03 1.588536125006749510e-07 1.123264666152073674e-07
2.152356842065609271e+03 1.588536125006755334e-07 1.123264666152077777e-07
