# s	p(s)	error
1.000000000000000000e+00 1.241937259707848629e+00 3.900144331839260070e-02
1.811609194200414219e+00 1.791608274184917360e-01 1.100576214111097413e-02
2.438354098268828540e+00 8.488904192856933095e-02 6.529926302197641176e-03
3.281927872511474220e+00 3.806561415786216540e-02 3.769057433030533442e-03
4.417344703140069662e+00 2.134966852329912151e-02 2.433020532137355162e-03
5.945570708544391181e+00 3.625607788223073752e-02 2.732904697846876615e-03
8.002502278161049531e+00 1.270322491807593553e-02 1.394360082615199708e-03
1.077105056036769071e+01 9.665460779086915491e-03 1.048366415917794791e-03
1.449740670372631612e+01 6.674188531540783779e-03 7.509048765335762368e-04
1.951293422635963282e+01 4.268232159575859747e-03 5.175991773114542449e-04
2.626363527653332852e+01 2.798067024738721924e-03 3.612288996128401727e-04
3.534981105030105653e+01 1.385908620793163768e-03 2.191313935284495593e-04
4.757944314009409226e+01 1.106906155118339346e-03 1.688016061479070940e-04
6.404004271197280218e+01 4.590091368149157563e-04 9.369484770599139538e-05
8.619535664753031767e+01 3.268177733176024706e-04 6.814621650675777454e-05
1.160155301739971492e+02 1.794710873357365465e-04 4.352813234292316749e-05
1.561523006000496423e+02 6.274849322073467004e-05 2.218494253280979536e-05
2.101748011332487067e+02 2.913741776717639173e-05 1.303064936324330919e-05
2.828869434625969461e+02 2.597766122307760596e-05 1.060533578457081902e-05
3.807546021222372019e+02 1.930046581378947249e-05 7.879382173635782850e-06
5.124805876960931528e+02 4.779850110837182210e-06 3.379864426428242017e-06
9.284145445194744752e+02 3.957683141159096470e-06 2.284969426915448210e-06
