# hist edge_left edge_right err
0.000000000000000000e+00 9.999999999999999547e-07 1.475754392359903095e-06 0.000000000000000000e+00
0.000000000000000000e+00 1.475754392359903095e-06 2.177851026569547018e-06 0.000000000000000000e+00
0.000000000000000000e+00 2.177851026569547018e-06 3.213973218365539291e-06 0.000000000000000000e+00
0.000000000000000000e+00 3.213973218365539291e-06 4.743035093930038239e-06 0.000000000000000000e+00
0.000000000000000000e+00 4.743035093930038239e-06 6.999554872984419638e-06 0.000000000000000000e+00
0.000000000000000000e+00 6.999554872984419638e-06 1.032962384837094227e-05 0.000000000000000000e+00
0.000000000000000000e+00 1.032962384837094227e-05 1.524398776565902345e-05 0.000000000000000000e+00
1.000000000000000000e+00 1.524398776565902345e-05 2.249638190225193140e-05 1.000000000000000000e+00
0.000000000000000000e+00 2.249638190225193140e-05 3.319913440445411743e-05 0.000000000000000000e+00
0.000000000000000000e+00 3.319913440445411743e-05 4.899376841991994212e-05 0.000000000000000000e+00
0.000000000000000000e+00 4.899376841991994212e-05 7.230276894396091367e-05 0.000000000000000000e+00
0.000000000000000000e+00 7.230276894396091367e-05 1.067011288488335061e-04 0.000000000000000000e+00
1.000000000000000000e+00 1.067011288488335061e-04 1.574646595684260077e-04 1.000000000000000000e+00
1.000000000000000000e+00 1.574646595684260077e-04 2.323791629995617704e-04 1.000000000000000000e+00
2.000000000000000000e+00 2.323791629995617704e-04 3.429345704895214882e-04 2.000000000000000000e+00
2.000000000000000000e+00 3.429345704895214882e-04 5.060871986919681601e-04 2.000000000000000000e+00
0.000000000000000000e+00 5.060871986919681601e-04 7.468604063867909874e-04 0.000000000000000000e+00
3.000000000000000000e+00 7.468604063867909874e-04 1.102182525205010286e-03 3.000000000000000000e+00
5.000000000000000000e+00 1.102182525205010286e-03 1.626550702753625085e-03 5.000000000000000000e+00
1.000000000000000000e+01 1.626550702753625085e-03 2.400389343984749273e-03 1.000000000000000000e+01
1.000000000000000000e+01 2.400389343984749273e-03 3.542385117759400213e-03 1.000000000000000000e+01
1.900000000000000000e+01 3.542385117759400213e-03 5.227690396963792681e-03 1.900000000000000000e+01
2.000000000000000000e+01 5.227690396963792681e-03 7.714787065217010471e-03 2.000000000000000000e+01
2.000000000000000000e+01 7.714787065217010471e-03 1.138513089761536944e-02 2.000000000000000000e+01
2.200000000000000000e+01 1.138513089761536944e-02 1.680165692974832856e-02 2.200000000000000000e+01
2.800000000000000000e+01 1.680165692974832856e-02 2.479511901300029963e-02 2.800000000000000000e+01
2.100000000000000000e+01 2.479511901300029963e-02 3.659150579252180846e-02 2.100000000000000000e+01
1.600000000000000000e+01 3.659150579252180846e-02 5.400007539637689813e-02 1.600000000000000000e+01
9.000000000000000000e+00 5.400007539637689813e-02 7.969084845396914862e-02 9.000000000000000000e+00
4.000000000000000000e+00 7.969084845396914862e-02 1.176041196368325936e-01 4.000000000000000000e+00
3.000000000000000000e+00 1.176041196368325936e-01 1.735547961136752471e-01 3.000000000000000000e+00
1.000000000000000000e+00 1.735547961136752471e-01 2.561242526798836461e-01 1.000000000000000000e+00
2.000000000000000000e+00 2.561242526798836461e-01 3.779764908822360048e-01 2.000000000000000000e+00
0.000000000000000000e+00 3.779764908822360048e-01 5.578004666282426749e-01 0.000000000000000000e+00
0.000000000000000000e+00 5.578004666282426749e-01 8.231764886870343023e-01 0.000000000000000000e+00
0.000000000000000000e+00 8.231764886870343023e-01 1.214806318867293067e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.214806318867293067e+00 1.792755760934972686e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.792755760934972686e+00 2.645667188628311628e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.645667188628311628e+00 3.904354974340707329e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.904354974340707329e+00 5.761869002715535260e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.761869002715535260e+00 8.503103488959824929e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.503103488959824929e+00 1.254849232252327873e+01 0.000000000000000000e+00
0.000000000000000000e+00 1.254849232252327873e+01 1.851849266245828929e+01 0.000000000000000000e+00
0.000000000000000000e+00 1.851849266245828929e+01 2.732874688650745654e+01 0.000000000000000000e+00
0.000000000000000000e+00 2.732874688650745654e+01 4.033051825545540936e+01 0.000000000000000000e+00
0.000000000000000000e+00 4.033051825545540936e+01 5.951793946163969196e+01 0.000000000000000000e+00
0.000000000000000000e+00 5.951793946163969196e+01 8.783386058472558489e+01 0.000000000000000000e+00
0.000000000000000000e+00 8.783386058472558489e+01 1.296212055558361556e+02 0.000000000000000000e+00
0.000000000000000000e+00 1.296212055558361556e+02 1.912890634420110700e+02 0.000000000000000000e+00
0.000000000000000000e+00 1.912890634420110700e+02 2.822956755849600086e+02 0.000000000000000000e+00
0.000000000000000000e+00 2.822956755849600086e+02 4.165990831887109493e+02 0.000000000000000000e+00
0.000000000000000000e+00 4.165990831887109493e+02 6.147979268688488901e+02 0.000000000000000000e+00
0.000000000000000000e+00 6.147979268688488901e+02 9.072907409904698852e+02 0.000000000000000000e+00
0.000000000000000000e+00 9.072907409904698852e+02 1.338938296164157236e+03 0.000000000000000000e+00
0.000000000000000000e+00 1.338938296164157236e+03 1.975944071663139766e+03 0.000000000000000000e+00
0.000000000000000000e+00 1.975944071663139766e+03 2.916008142814389430e+03 0.000000000000000000e+00
0.000000000000000000e+00 2.916008142814389430e+03 4.303311824915578654e+03 0.000000000000000000e+00
0.000000000000000000e+00 4.303311824915578654e+03 6.350631327313476504e+03 0.000000000000000000e+00
0.000000000000000000e+00 6.350631327313476504e+03 9.371972075541263621e+03 0.000000000000000000e+00
0.000000000000000000e+00 9.371972075541263621e+03 1.383072895555443392e+04 0.000000000000000000e+00
0.000000000000000000e+00 1.383072895555443392e+04 2.041075900569875012e+04 0.000000000000000000e+00
0.000000000000000000e+00 2.041075900569875012e+04 3.012126725405938123e+04 0.000000000000000000e+00
0.000000000000000000e+00 3.012126725405938123e+04 4.445159245362464571e+04 0.000000000000000000e+00
0.000000000000000000e+00 4.445159245362464571e+04 6.559963281082890171e+04 0.000000000000000000e+00
0.000000000000000000e+00 6.559963281082890171e+04 9.680894625777755573e+04 0.000000000000000000e+00
0.000000000000000000e+00 9.680894625777755573e+04 1.428662276596490410e+05 0.000000000000000000e+00
0.000000000000000000e+00 1.428662276596490410e+05 2.108354629886169569e+05 0.000000000000000000e+00
0.000000000000000000e+00 2.108354629886169569e+05 3.111413605706852395e+05 0.000000000000000000e+00
0.000000000000000000e+00 3.111413605706852395e+05 4.591682295070269611e+05 0.000000000000000000e+00
0.000000000000000000e+00 4.591682295070269611e+05 6.776195315271151485e+05 0.000000000000000000e+00
0.000000000000000000e+00 6.776195315271151485e+05 1.000000000000000000e+06 0.000000000000000000e+00
