# s	p(s)	error
1.000000000000000000e+00 1.271920834661621091e+00 3.961236286320866246e-02
1.811609194200414219e+00 1.920374843790892405e-01 1.143566577845940221e-02
2.438354098268828540e+00 7.639792957914413873e-02 6.217175336551927951e-03
3.281927872511474220e+00 4.022130537832070696e-02 3.888340354627122485e-03
4.417344703140069662e+00 2.150457435552109720e-02 2.450673690074331446e-03
5.945570708544391181e+00 3.278422748788993590e-02 2.608173098406503087e-03
8.002502278161049531e+00 1.048297432934208392e-02 1.271247365603407880e-03
1.077105056036769071e+01 1.282807156801613578e-02 1.212138827482467504e-03
1.449740670372631612e+01 6.637517760342022746e-03 7.515508923762143989e-04
1.951293422635963282e+01 4.615318699327968129e-03 5.401821952450986796e-04
2.626363527653332852e+01 2.254695067309734312e-03 3.254372010129491597e-04
3.534981105030105653e+01 1.012074114458857282e-03 1.879374449446778088e-04
4.757944314009409226e+01 7.260058038315007640e-04 1.372022005234067768e-04
6.404004271197280218e+01 5.201319924215113549e-04 1.000994486128986517e-04
8.619535664753031767e+01 2.576262133372627891e-04 6.072308082073023646e-05
1.160155301739971492e+02 1.807732676535801384e-04 4.384395746022137048e-05
1.561523006000496423e+02 9.480566197242881537e-05 2.736803723024122155e-05
2.101748011332487067e+02 2.347906305780155103e-05 1.173953152890077551e-05
2.828869434625969461e+02 1.308307308716669993e-05 7.553515768703242538e-06
3.807546021222372019e+02 1.296033555855545949e-05 6.480167779277729743e-06
5.124805876960931528e+02 7.221796582314821531e-06 4.169506200832182022e-06
6.897785379387657940e+02 5.365534520378051545e-06 3.097792799686497800e-06
9.284145445194744752e+02 6.643997875327548763e-06 2.971286178319314354e-06
1.681924324880868880e+03 1.466982591299995723e-06 1.037313338190840441e-06
