# mu	p(mu)	err
-5.927875960960710700e+02 1.219837626858697716e-06 8.625554578982905111e-07
-5.280952635457467750e+02 1.219837626858697716e-06 8.625554578982905111e-07
-4.310567647202601620e+02 1.219837626858699834e-06 8.625554578982919934e-07
-3.987105984450980145e+02 5.489269320864149571e-06 1.829756440288049857e-06
-3.663644321699358670e+02 3.049594067146744821e-06 1.363819927584035933e-06
-3.340182658947736627e+02 5.489269320864139406e-06 1.829756440288046469e-06
-3.016720996196114584e+02 7.319025761152199428e-06 2.112820746703514221e-06
-2.693259333444493109e+02 1.585788914916309763e-05 3.109987931383612569e-06
-2.369797670692871634e+02 2.317691491031525640e-05 3.759792074178100779e-06
-2.046336007941249591e+02 3.903480405947832693e-05 4.879350507434790866e-06
-1.722874345189627547e+02 7.197041998466330228e-05 6.625414187736327463e-06
-1.399412682438006073e+02 1.573590538647722979e-04 9.796746777148376782e-06
-1.075951019686384598e+02 3.598520999233158473e-04 1.481487650286995611e-05
-7.524893569347625544e+01 8.819426042188384081e-04 2.319295985160030904e-05
-4.290276941831405111e+01 2.407349556605640085e-03 3.831824350194801060e-05
-1.055660314315184678e+01 6.558457000805812190e-03 6.324655177840845664e-05
2.178956313201024386e+01 1.015026889309122299e-02 7.868189092328062610e-05
5.413572940717244819e+01 6.806084039058104412e-03 6.442948627144833560e-05
8.648189568233465252e+01 2.467731519135154487e-03 3.879582297120559104e-05
1.188280619574967432e+02 6.526131303694032281e-04 1.995096554313398210e-05
1.511742282326589475e+02 1.994434519913970770e-04 1.102924809698495297e-05
1.835203945078211518e+02 6.099188134293488455e-05 6.099188134293488794e-06
2.158665607829833561e+02 1.890748321630981408e-05 3.395884233631501861e-06
2.482127270581455605e+02 1.280829508201637102e-05 2.794999130317649579e-06
2.805588933333076511e+02 3.659512880576093361e-06 1.493989877425677073e-06
3.129050596084698554e+02 1.219837626858697716e-06 8.625554578982905111e-07
3.452512258836320598e+02 1.219837626858702163e-06 8.625554578982936874e-07
