# s	p(s)	error
1.000000000000000000e+00 1.335795307789832131e+00 4.309017121902684183e-02
1.804721766827170226e+00 1.756067140728827525e-01 1.162983874537013018e-02
2.424462017082328114e+00 7.567894558417087580e-02 6.587006726245637697e-03
3.257020655659783159e+00 4.054334886516696573e-02 4.159659825669750899e-03
4.375479375074184496e+00 2.541445915367109357e-02 2.841422913950016928e-03
5.878016072274911963e+00 2.577580601435027277e-02 2.468874452330613312e-03
7.896522868499724623e+00 2.182741540123653984e-02 1.960159767801483363e-03
1.060818355139448244e+01 1.035148343732455664e-02 1.164632877196998930e-03
1.425102670302997687e+01 6.437456503490096224e-03 7.923961191291979417e-04
1.914481976169957633e+01 3.702844036418439719e-03 5.185018758458627289e-04
2.571913809059344302e+01 1.621367152699566610e-03 2.960197878438252934e-04
3.455107294592217926e+01 1.206913769685233947e-03 2.203512988733991246e-04
4.641588833612777165e+01 7.187222684414318243e-04 1.467085687047621077e-04
6.235507341273912374e+01 4.235438031783042134e-04 9.716761243247941783e-05
8.376776400682915380e+01 1.825291737987901790e-04 5.503461661674152825e-05
1.125335582600764610e+02 1.482230415196118930e-04 4.278830646072650362e-05
1.511775070615661605e+02 9.194526025808477871e-05 2.907564424725089965e-05
2.030917620904734804e+02 5.475379242906738776e-05 1.935838896113709578e-05
2.728333376486766610e+02 3.056823338028368848e-05 1.247942902000120970e-05
3.665241237079625876e+02 1.896199231216137921e-05 8.480060759764251551e-06
4.923882631706736674e+02 5.645973420420889358e-06 3.992306091978617028e-06
6.614740641230146139e+02 4.202751395966798107e-06 2.971794011729351750e-06
8.886238162743397879e+02 3.128445350524537387e-06 2.212144921927425868e-06
1.193776641714435755e+03 3.493129639054167869e-06 2.016759337422184189e-06
1.603718743751329384e+03 1.733477928858013442e-06 1.225753998532712757e-06
