# mu	p(mu)	err
-6.565818755539529548e+02 1.202278708030790880e-06 8.501394273247733965e-07
-4.268518694375827636e+02 3.005696770076971800e-06 1.344188459528732937e-06
-3.940332971352441405e+02 1.202278708030788762e-06 8.501394273247719142e-07
-3.283961525305669511e+02 6.612532894169337876e-06 1.993753683985687677e-06
-2.955775802282283280e+02 9.017090310230915825e-06 2.328202706851507265e-06
-2.627590079258897049e+02 1.683190191243107020e-05 3.180930468037506506e-06
-2.299404356235511386e+02 2.224215609856959158e-05 3.656587938092517531e-06
-1.971218633212125155e+02 4.508545155115464858e-05 5.206019517918992811e-06
-1.643032910188739493e+02 8.596292762420138477e-05 7.188581138255623596e-06
-1.314847187165353262e+02 1.593019288140797777e-04 9.785839697271891518e-06
-9.866614641419675991e+01 3.979542523581903394e-04 1.546693124670441477e-05
-6.584757411185807996e+01 1.073634886271496256e-03 2.540480627719172258e-05
-3.302900180951951370e+01 3.279215176153981847e-03 4.439893346321154412e-05
-2.104295071809474393e-01 8.014991007087237870e-03 6.941272589691034893e-05
3.260814279515773251e+01 9.971699604407378847e-03 7.742338831793029504e-05
6.542671509749629877e+01 5.213681617375524359e-03 5.598347255673824280e-05
9.824528739983486503e+01 1.531703074031222052e-03 3.034414270442519745e-05
1.310638597021735450e+02 4.195952691027459835e-04 1.588191515580979183e-05
1.638824320045121112e+02 1.346552152994485616e-04 8.997030017728878143e-06
1.967010043068506775e+02 4.448431219713926447e-05 5.171196254060318804e-06
2.295195766091892438e+02 1.923645932849258632e-05 3.400557709299081728e-06
2.623381489115279237e+02 7.213672248184744010e-06 2.082407807167597548e-06
2.951567212138664900e+02 6.011393540153953765e-06 1.900969549850935506e-06
3.279752935162050562e+02 3.606836124092366076e-06 1.472484681644014291e-06
