# s	p(s)	error
1.000000000000000000e+00 1.241941197939993247e+00 3.798500441579955728e-02
1.811609194200414219e+00 1.795629963570638532e-01 1.073094152118851154e-02
2.438354098268828540e+00 8.099822014722030117e-02 6.212279901186967303e-03
3.281927872511474220e+00 3.398329843486086466e-02 3.468405872588805391e-03
4.417344703140069662e+00 2.472235804698227901e-02 2.549916534727456920e-03
5.945570708544391181e+00 3.243678993519510251e-02 2.517583156042756294e-03
8.002502278161049531e+00 1.379180561457707746e-02 1.415009399672256720e-03
1.077105056036769071e+01 1.164901004054129385e-02 1.120926513783194762e-03
1.449740670372631612e+01 7.693150686362284878e-03 7.851789039970743372e-04
1.951293422635963282e+01 3.453255733418903427e-03 4.534346921076211692e-04
2.626363527653332852e+01 2.300233020337191618e-03 3.189849269361979037e-04
3.534981105030105653e+01 1.478933837703315770e-03 2.204664396886170310e-04
4.757944314009409226e+01 1.147629839281819877e-03 1.673990167495727449e-04
6.404004271197280218e+01 4.716773954140411813e-04 9.250354782064677470e-05
8.619535664753031767e+01 2.830471278767715928e-04 6.176594708262624750e-05
1.160155301739971492e+02 1.702378481158915659e-04 4.128874289762808001e-05
1.561523006000496423e+02 7.440034364998683667e-05 2.352745446332037003e-05
2.101748011332487067e+02 4.422141860484648742e-05 1.563463248458795085e-05
2.828869434625969461e+02 3.696178485920206493e-05 1.232059495306735441e-05
3.807546021222372019e+02 3.051252634012805606e-05 9.648908040068619415e-06
9.284145445194744752e+02 2.502714955288174925e-06 1.769686716261255519e-06
1.249609141291986816e+03 3.718853981611551772e-06 1.859426990805775886e-06
1.681924324880868880e+03 1.381487223237897835e-06 9.768589836740913621e-07
