# s	p(s)	error
1.000000000000000000e+00 1.145405094619568853e+00 3.666352364358327343e-02
1.811609194200414219e+00 2.098890524322624129e-01 1.166050291290346777e-02
2.438354098268828540e+00 7.845129610323209324e-02 6.144779748795605769e-03
3.281927872511474220e+00 3.683133708092767300e-02 3.629099477977622973e-03
4.417344703140069662e+00 2.337925536337146643e-02 2.492236995665771723e-03
5.945570708544391181e+00 3.947714529678539308e-02 2.791455714124357283e-03
8.002502278161049531e+00 1.070548497955829161e-02 1.252982243298446851e-03
1.077105056036769071e+01 1.296576630698463919e-02 1.188569848643184152e-03
1.449740670372631612e+01 7.123634726768271648e-03 7.593820134013493268e-04
1.951293422635963282e+01 4.871601225338070829e-03 5.412890250375634133e-04
2.626363527653332852e+01 2.457633643328502315e-03 3.313872528634225737e-04
3.534981105030105653e+01 1.693138059263755209e-03 2.370867503896872497e-04
4.757944314009409226e+01 9.619545318820115236e-04 1.540360032347033313e-04
6.404004271197280218e+01 4.031627145660851628e-04 8.595457955336185518e-05
8.619535664753031767e+01 2.450743880833157191e-04 5.776458723628539408e-05
1.160155301739971492e+02 1.820814356003460299e-04 4.291700594706211351e-05
1.561523006000496423e+02 1.127332856279946783e-04 2.910760918669782202e-05
2.101748011332487067e+02 2.791892242409106163e-05 1.248572167976216377e-05
2.828869434625969461e+02 2.489130348618073498e-05 1.016183209565047971e-05
3.807546021222372019e+02 1.232889411843095414e-05 6.164447059215477068e-06
5.124805876960931528e+02 9.159923882724928259e-06 4.579961941362464130e-06
6.897785379387657940e+02 1.361098647313116830e-05 4.812210416894708987e-06
9.284145445194744752e+02 2.528118070952894380e-06 1.787649431611044801e-06
