# mu	p(mu)	err
-7.647739748271726512e+02 7.730840776310376438e-07 5.466529937202539717e-07
-6.626969256452025547e+02 7.730840776310376438e-07 5.466529937202539717e-07
-5.606198764632324583e+02 1.159626116446556360e-06 6.695104504897396358e-07
-5.095813518722474100e+02 3.092336310524153540e-06 1.093305987440509002e-06
-4.585428272812624186e+02 4.251962426970706512e-06 1.282014908450068885e-06
-4.075043026902773704e+02 7.344298737494857087e-06 1.684897684627022726e-06
-3.564657780992923222e+02 1.468859747498971417e-05 2.382805156810561764e-06
-3.054272535083072739e+02 2.125981213485353595e-05 2.866672483462523863e-06
-2.543887289173222257e+02 6.841794087034690274e-05 5.142607349932866166e-06
-2.033502043263372343e+02 1.202145740716263476e-04 6.816743104810805318e-06
-1.523116797353521861e+02 3.053682106642598344e-04 1.086451336874366540e-05
-1.012731551443671378e+02 8.662407089855776038e-04 1.829859146918925246e-05
-5.023463055338208960e+01 2.978306409073572768e-03 3.392993709956777061e-05
8.038940376029586332e-01 6.727764185584104301e-03 5.099572222221886722e-05
5.184241862858800687e+01 5.696856568063115786e-03 4.692626719289204296e-05
1.028809432195730551e+02 2.039782338829492642e-03 2.807955882828359827e-05
1.539194678105581033e+02 5.330414715266003660e-04 1.435419580391448965e-05
2.049579924015431516e+02 1.333570033913540013e-04 7.179699713861439462e-06
2.559965169925281998e+02 4.290616630852258235e-05 4.072473081882069244e-06
3.070350415835132480e+02 1.198280320328111048e-05 2.152174988452709698e-06
3.580735661744981826e+02 7.344298737494840993e-06 1.684897684627019126e-06
4.091120907654833445e+02 3.865420388155196901e-06 1.222353254062256480e-06
4.601506153564682791e+02 2.319252232893107638e-06 9.468307592331084062e-07
5.622276645384383755e+02 1.159626116446553819e-06 6.695104504897381535e-07
