# s	p(s)	error
1.000000000000000000e+00 1.266168394684777265e+00 3.990035258918692845e-02
1.804721766827170226e+00 2.111029830484253134e-01 1.212754950256266818e-02
2.424462017082328114e+00 7.208774058211153690e-02 6.114402352738859507e-03
3.257020655659783159e+00 4.555368272410656449e-02 4.193556406760585477e-03
4.375479375074184496e+00 2.183986499593864108e-02 2.505204327838628231e-03
5.878016072274911963e+00 2.267446737338484758e-02 2.202338959624975268e-03
7.896522868499724623e+00 2.213303144296718122e-02 1.877299225018347730e-03
1.060818355139448244e+01 1.007488037592953016e-02 1.092774206209293913e-03
1.425102670302997687e+01 6.793703196868326223e-03 7.742143326107996451e-04
1.914481976169957633e+01 3.743566668435334682e-03 4.958475183172787433e-04
2.571913809059344302e+01 2.395530297357138794e-03 3.422186139081626771e-04
3.455107294592217926e+01 1.237312432565906882e-03 2.121973315642888976e-04
4.641588833612777165e+01 8.397635600879532194e-04 1.508259878406765749e-04
6.235507341273912374e+01 4.436218045743123392e-04 9.458048652621201045e-05
8.376776400682915380e+01 2.701827266428159010e-04 6.368267938953547881e-05
1.125335582600764610e+02 1.229058718990880879e-04 3.705751469279642700e-05
1.511775070615661605e+02 9.980586540968270129e-05 2.881147163049193639e-05
2.030917620904734804e+02 4.952901344511924446e-05 1.751115063626175036e-05
2.728333376486766610e+02 3.225986920853917393e-05 1.219308446475210402e-05
3.665241237079625876e+02 6.861031760617977503e-06 4.851482083869248466e-06
4.923882631706736674e+02 7.660825334055546923e-06 4.422979568831674803e-06
6.614740641230146139e+02 3.801711647042504920e-06 2.688216085739633570e-06
8.886238162743397879e+02 2.829919261376902230e-06 2.001055099930033344e-06
2.154434690031882383e+03 1.167235964695588365e-06 8.253604658810720445e-07
2.894266124716748891e+03 1.303301188676514361e-06 7.524612921175448574e-07
