# mu	p(mu)	err
-9.716555990749785678e+02 7.798293125827251649e-07 5.514225950952888115e-07
-7.186702978659714063e+02 7.798293125827251649e-07 5.514225950952888115e-07
-6.174761773823686326e+02 1.169743968874085100e-06 6.753519953123942806e-07
-5.668791171405671321e+02 1.949573281456808571e-06 8.718756768909507923e-07
-5.162820568987656316e+02 1.169743968874087641e-06 6.753519953123957629e-07
-4.656849966569642447e+02 3.119317250330900659e-06 1.102845190190577623e-06
-4.150879364151628579e+02 9.357951750992701131e-06 1.910183902293042260e-06
-3.644908761733614710e+02 1.442684228278038283e-05 2.371758261303203909e-06
-3.138938159315599705e+02 2.300496472119038951e-05 2.994991304204049309e-06
-2.632967556897585837e+02 5.497796653708199739e-05 4.629980013553440269e-06
-2.126996954479570832e+02 9.591900544767520311e-05 6.115572421363318857e-06
-1.621026352061556963e+02 2.281000739304470928e-04 9.430777376580611092e-06
-1.115055749643543095e+02 7.143236503257745663e-04 1.668907608579831540e-05
-6.090851472255280896e+01 2.316872887683276479e-03 3.005632538537938837e-05
-1.031145448075142212e+01 6.030030159545909062e-03 4.848914452829507601e-05
4.028560576105007840e+01 6.501826893658485367e-03 5.035034854404476530e-05
9.088266600285135155e+01 2.718484983663373589e-03 3.255729009052093397e-05
1.414797262446528521e+02 7.521453719860367705e-04 1.712520085134985740e-05
1.920767864864543526e+02 1.953472428019730649e-04 8.727471170654007803e-06
2.426738467282556257e+02 6.550566225694876054e-05 5.053871563866279530e-06
2.932709069700571263e+02 1.832598884569399913e-05 2.673120207167665944e-06
3.438679672118586268e+02 6.628549156953148549e-06 1.607659312865689778e-06
3.944650274536601273e+02 4.678975875496361577e-06 1.350703990624794702e-06
4.450620876954614005e+02 3.119317250330893460e-06 1.102845190190575082e-06
4.956591479372629010e+02 1.169743968874085100e-06 6.753519953123942806e-07
