# s	p(s)	error
1.000000000000000000e+00 1.287520893548041556e+00 4.117037833779581268e-02
1.804721766827170226e+00 1.823665502674255701e-01 1.153387335745307413e-02
2.424462017082328114e+00 8.036404004270103485e-02 6.605883399393616164e-03
3.257020655659783159e+00 3.556948604160169863e-02 3.791719952235184186e-03
4.375479375074184496e+00 2.316757164542525282e-02 2.640189819882624717e-03
5.878016072274911963e+00 2.598020960568460033e-02 2.412201904319146578e-03
7.896522868499724623e+00 2.100632489742318074e-02 1.871392160033733378e-03
1.060818355139448244e+01 1.216187346646087526e-02 1.228534742866746942e-03
1.425102670302997687e+01 5.357932898645690126e-03 7.035310564229189326e-04
1.914481976169957633e+01 3.919575227891607290e-03 5.191604215293026299e-04
2.571913809059344302e+01 2.559346130881247783e-03 3.619462009099366708e-04
3.455107294592217926e+01 1.447896401516598347e-03 2.348798119041397702e-04
4.641588833612777165e+01 6.523438913662295236e-04 1.360231042719414047e-04
6.235507341273912374e+01 4.644792492740087791e-04 9.902730867753481209e-05
8.376776400682915380e+01 3.771809493096814456e-04 7.699173887560721824e-05
1.125335582600764610e+02 1.637802067423981651e-04 4.377210145464695713e-05
1.511775070615661605e+02 1.306229567635765925e-04 3.372670241184690305e-05
2.030917620904734804e+02 3.241105197188522222e-05 1.449466308628279173e-05
2.728333376486766610e+02 9.650459453239050862e-06 6.823905320951154294e-06
3.665241237079625876e+02 1.795902978932101604e-05 8.031522283773102785e-06
4.923882631706736674e+02 8.021008803649478403e-06 4.630931591959385016e-06
6.614740641230146139e+02 5.970680950192433178e-06 3.447174253838972045e-06
8.886238162743397879e+02 7.407428808034478378e-06 3.312702870651066468e-06
1.193776641714435755e+03 3.308366452901664261e-06 1.910086262160703398e-06
1.603718743751329384e+03 1.641788544736680911e-06 1.160919813257700409e-06
