# r	c(r)	err
2.180284494949495055e+00 1.812194534122257006e-01 5.025189076296060486e-02
2.299172517746381317e+00 3.545100599689467169e-02 1.312611781856713213e-02
2.415970759343147201e+00 2.671523912590749450e-02 8.413169851700806959e-03
2.544126607038574850e+00 7.069317317473719497e-03 8.765861383970282444e-03
2.674247227838156160e+00 7.461639365671181648e-03 1.144296592511242182e-02
2.804542531901044189e+00 8.606496940560481868e-03 1.804219591217580757e-02
2.936963104880593978e+00 -1.960609646330932834e-02 3.222454963485545110e-02
3.069996342975150672e+00 4.715674754303730842e-02 6.428243465332250661e-02
3.205790788732127972e+00 -3.565144342776837005e-01 1.186781658193853256e-01
3.375547416667056044e+00 -4.844401113358603322e-02 1.178511301977579334e-01
3.508458302255621053e+00 3.948046530866932552e-02 3.877833671647406416e-02
3.636760497547026461e+00 3.801702877535016040e-02 2.021956339963734695e-02
3.767461811292719620e+00 3.978140604006819014e-02 1.284905574152832818e-02
3.899677282675296563e+00 9.635825230389676727e-03 9.224527047561371235e-03
4.029923026907481720e+00 -4.288628690735907766e-03 7.837895663285769296e-03
4.162128056238474372e+00 2.177753920378313821e-02 7.839822382996113753e-03
4.295561784865010502e+00 2.047023670419361244e-02 8.647400582136628364e-03
4.430517135053091415e+00 4.529545008344315095e-03 9.738617339145248103e-03
4.568567342414366017e+00 1.132776891992119672e-02 9.935136591804793332e-03
4.704314688132085642e+00 -2.356818774330912269e-04 8.888976681684724115e-03
4.838261718525130206e+00 6.524071189991573465e-04 7.980106450541984628e-03
4.970803171561332334e+00 1.181232431147181565e-04 7.718154266652784562e-03
5.102882172195212007e+00 -1.872771966289291448e-02 8.169596559745705838e-03
5.236857987641677425e+00 2.234898168272491520e-02 9.231992960644979859e-03
5.372031228959849081e+00 -1.942069711213048134e-03 1.038740314765536528e-02
5.510320488730920729e+00 2.910053279502295125e-03 1.097841022832433608e-02
5.647830949494996311e+00 1.643759618609809056e-02 9.855206599818044227e-03
5.782607465693181403e+00 9.709715591163797441e-03 8.419131143351993307e-03
5.915947819793410112e+00 6.585287534343857788e-03 7.168320648792091826e-03
6.049452806270056548e+00 -4.994177077732239733e-03 6.504486390583047971e-03
6.183329680926242133e+00 -5.397362952660396049e-03 6.067518835371073574e-03
6.318004546925492626e+00 -3.473458288664718662e-04 5.924320319502452553e-03
6.451479843384582580e+00 2.537856525737444257e-03 5.961364407230303544e-03
6.585942815896419944e+00 -5.426912952016680648e-03 6.134622993912087346e-03
6.720441369781973151e+00 -1.888054460833944476e-03 6.341573572609541902e-03
6.855393965287361446e+00 -4.937100404633807619e-04 6.474831873056302069e-03
6.990978381888680815e+00 -3.987716972605867029e-03 6.454031099430459356e-03
7.125602234827989712e+00 -7.705870690988604089e-03 6.279628302218422803e-03
7.260407990302838677e+00 -1.909330404578226184e-02 6.142719371981927509e-03
7.394320962548119880e+00 -1.122165197603455095e-02 6.059493308175749673e-03
7.528731101374770418e+00 -4.390047344561392659e-03 6.038686979539472678e-03
7.663482454585662573e+00 3.765034738398298237e-05 6.057936483971485160e-03
7.798973299003896464e+00 -1.013102607948495638e-02 5.840667163780147338e-03
7.934258980244543125e+00 -7.230104817871513571e-04 5.586505002006586160e-03
