# s	p(s)	error
1.000000000000000000e+00 1.227708751126084907e+00 4.017185749335409894e-02
1.811609194200414219e+00 1.835711718620522959e-01 1.154102069365667629e-02
2.438354098268828540e+00 7.493185798345100568e-02 6.355637242191489872e-03
3.281927872511474220e+00 3.604640454720917792e-02 3.799624660967715600e-03
4.417344703140069662e+00 2.440062987679669088e-02 2.694598794482153115e-03
5.945570708544391181e+00 4.023706687951068839e-02 2.982569832888432287e-03
8.002502278161049531e+00 1.199072737819557692e-02 1.403408488060061418e-03
1.077105056036769071e+01 1.232570543457270525e-02 1.226453530297321858e-03
1.449740670372631612e+01 6.981502178502260389e-03 7.956160128163357412e-04
1.951293422635963282e+01 3.300821007766581439e-03 4.715458582523687769e-04
2.626363527653332852e+01 2.752683794232879243e-03 3.711718070953205361e-04
3.534981105030105653e+01 1.710484764362276561e-03 2.521972196307223119e-04
4.757944314009409226e+01 6.354142591222591840e-04 1.324930319243881481e-04
6.404004271197280218e+01 3.694616517336975193e-04 8.708294644309336186e-05
8.619535664753031767e+01 2.439970563788415657e-04 6.099926409471039142e-05
1.160155301739971492e+02 1.812810169809114292e-04 4.532025424522785731e-05
1.561523006000496423e+02 1.094317742162425786e-04 3.035091331551236635e-05
2.101748011332487067e+02 3.127071665781549966e-05 1.398468963040209754e-05
2.828869434625969461e+02 4.181942734410856662e-05 1.393980911470285497e-05
3.807546021222372019e+02 1.380903420359046829e-05 6.904517101795234144e-06
5.124805876960931528e+02 7.694710956054400406e-06 4.442543441814371102e-06
6.897785379387657940e+02 7.622523802483416970e-06 3.811261901241708485e-06
4.101127070551299767e+03 9.615381150285211982e-07 5.551442895478020686e-07
5.519954321281567900e+03 4.762587711649502363e-07 3.367658066903084499e-07
