# s	p(s)	error
1.000000000000000000e+00 1.352546478922905360e+00 4.222586138879906581e-02
1.804721766827170226e+00 1.818837618627338892e-01 1.152641506690336645e-02
2.424462017082328114e+00 8.047318088476898557e-02 6.614854721348428779e-03
3.257020655659783159e+00 3.723678282753463409e-02 3.882202976326964115e-03
4.375479375074184496e+00 1.928231486715832957e-02 2.410289358394791196e-03
5.878016072274911963e+00 2.668830729338109858e-02 2.446513118406950463e-03
7.896522868499724623e+00 1.853070399129861517e-02 1.758856586026382850e-03
1.060818355139448244e+01 1.006581236653730088e-02 1.118423596281922392e-03
1.425102670302997687e+01 4.902691351256037965e-03 6.734364488748896451e-04
1.914481976169957633e+01 3.511751134584260425e-03 4.917435173821106762e-04
2.571913809059344302e+01 2.614078367740835761e-03 3.660441876435940162e-04
3.455107294592217926e+01 1.640634177487464802e-03 2.501943665056471445e-04
4.641588833612777165e+01 1.107650576109234708e-03 1.773660418135128934e-04
6.235507341273912374e+01 4.651100495220042517e-04 9.916179574228474946e-05
8.376776400682915380e+01 2.832698935739074689e-04 6.676735421736720898e-05
1.125335582600764610e+02 7.028684291163126536e-05 2.869448346077555355e-05
1.511775070615661605e+02 7.848021195863234812e-05 2.616007065287744937e-05
2.030917620904734804e+02 3.894608255055324224e-05 1.589967162152784708e-05
2.728333376486766610e+02 2.415891388701310458e-05 1.080419474278499501e-05
3.665241237079625876e+02 1.798341959890361707e-05 8.042429738210098424e-06
4.923882631706736674e+02 5.354601319955529150e-06 3.786274903890992455e-06
6.614740641230146139e+02 7.971719488049290348e-06 3.985859744024645174e-06
