# s	p(s)	error
1.000000000000000000e+00 1.310233310357949765e+00 4.120719554831442366e-02
1.804721766827170226e+00 1.802440535951542189e-01 1.137690378209218166e-02
2.424462017082328114e+00 8.231951765256385889e-02 6.633495771192862711e-03
3.257020655659783159e+00 3.223012477771301787e-02 3.581124975301446575e-03
4.375479375074184496e+00 2.251051505589403423e-02 2.582133165676129410e-03
5.878016072274911963e+00 2.337074607777450339e-02 2.269967525808385886e-03
7.896522868499724623e+00 1.903792329130060343e-02 1.767626801883419047e-03
1.060818355139448244e+01 1.258327476592181922e-02 1.239866904204871192e-03
1.425102670302997687e+01 6.183868413690975924e-03 7.499041954284888433e-04
1.914481976169957633e+01 4.061602793945722628e-03 5.243506659953766106e-04
2.571913809059344302e+01 2.972987493093456543e-03 3.870500040854467187e-04
3.455107294592217926e+01 9.752350249926522311e-04 1.912593239529492841e-04
4.641588833612777165e+01 1.005155642446461679e-03 1.675259404077436131e-04
6.235507341273912374e+01 4.156767000016618014e-04 9.294813578665026671e-05
8.376776400682915380e+01 3.094215472010886309e-04 6.918876132447940005e-05
1.125335582600764610e+02 2.072945740878417563e-04 4.885979968023003537e-05
1.511775070615661605e+02 6.858044334336898542e-05 2.424684827243801458e-05
2.030917620904734804e+02 4.466868969583183820e-05 1.688317776089777889e-05
2.728333376486766610e+02 2.375035192541697786e-05 1.062148027895507507e-05
3.665241237079625876e+02 2.121515294738482852e-05 8.661049922699242000e-06
4.923882631706736674e+02 5.264047314544621242e-06 3.722243552601336355e-06
6.614740641230146139e+02 1.175535937857201824e-05 4.799105370090365847e-06
8.886238162743397879e+02 2.916819318802361439e-06 2.062502719821076009e-06
1.603718743751329384e+03 2.424323271667248139e-06 1.399683693499759974e-06
