# s	p(s)	error
1.000000000000000000e+00 1.289129053071227160e+00 4.007063468104006543e-02
1.804721766827170226e+00 1.725384128278637241e-01 1.091228736812925593e-02
2.424462017082328114e+00 6.575830821425739103e-02 5.812268207207055976e-03
3.257020655659783159e+00 3.594706087982230125e-02 3.707656233200703252e-03
4.375479375074184496e+00 2.362699545517588789e-02 2.593399671917158335e-03
5.878016072274911963e+00 2.860612589764880212e-02 2.462023315580144731e-03
7.896522868499724623e+00 2.003197963081900651e-02 1.777550752189824669e-03
1.060818355139448244e+01 1.021490362153068543e-02 1.095152621480303262e-03
1.425102670302997687e+01 8.215570866269440026e-03 8.473714341615059837e-04
1.914481976169957633e+01 3.773399242399274028e-03 4.954715942750282081e-04
2.571913809059344302e+01 2.179275567732415382e-03 3.248672207436085102e-04
3.455107294592217926e+01 1.910602657784430400e-03 2.624414585551334569e-04
4.641588833612777165e+01 1.100204042767621718e-03 1.718230042040723232e-04
6.235507341273912374e+01 5.393218501368866099e-04 1.037925384521261600e-04
8.376776400682915380e+01 3.568538322810159901e-04 7.284248348710144747e-05
1.125335582600764610e+02 1.438856050679580129e-04 3.990668668259106556e-05
1.511775070615661605e+02 1.400611823820226511e-04 3.396982641235169072e-05
2.030917620904734804e+02 5.519582742996501491e-05 1.839860914332167277e-05
2.728333376486766610e+02 1.369556221806978848e-05 7.907136533305861406e-06
3.665241237079625876e+02 2.038941346140877089e-05 8.323943189181006610e-06
4.923882631706736674e+02 1.011831849083127656e-05 5.059159245415638281e-06
6.614740641230146139e+02 3.765938483554508598e-06 2.662920639252776191e-06
