# s	p(s)	error
1.000000000000000000e+00 1.232748912696733479e+00 3.752873328305098011e-02
1.811609194200414219e+00 1.715369055656323638e-01 1.040095265203976743e-02
2.438354098268828540e+00 9.089879775610117119e-02 6.526153345753658158e-03
3.281927872511474220e+00 3.898900695267041444e-02 3.684114866504792016e-03
4.417344703140069662e+00 2.405330962216360377e-02 2.494212017657819209e-03
5.945570708544391181e+00 3.670227646917518377e-02 2.655683520951676591e-03
8.002502278161049531e+00 1.242071593970832388e-02 1.331640525062089330e-03
1.077105056036769071e+01 1.028885041408312932e-02 1.044674481157275474e-03
1.449740670372631612e+01 6.619758515498298454e-03 7.222748685618918599e-04
1.951293422635963282e+01 3.981433951224912574e-03 4.828197859506054871e-04
2.626363527653332852e+01 2.653555526227841833e-03 3.397529703069067852e-04
3.534981105030105653e+01 1.260464717962478083e-03 2.018358882237814532e-04
4.757944314009409226e+01 9.604921504106190373e-04 1.518671435005293589e-04
6.404004271197280218e+01 5.173680059883536226e-04 9.607282683399432234e-05
8.619535664753031767e+01 3.313670497635082561e-04 6.627340995270164850e-05
1.160155301739971492e+02 1.969550179550514952e-04 4.404048086571867520e-05
1.561523006000496423e+02 6.584871521780653956e-05 2.194957173926884652e-05
2.101748011332487067e+02 4.348730809836286794e-05 1.537508522595052476e-05
2.828869434625969461e+02 3.230950223265515462e-05 1.142313406273617841e-05
3.807546021222372019e+02 1.800359656938464828e-05 7.349937521652352354e-06
5.124805876960931528e+02 8.917348823380039880e-06 4.458674411690019940e-06
9.284145445194744752e+02 3.691751862899394868e-06 2.131433931826268346e-06
