# s	p(s)	error
1.000000000000000000e+00 1.252731141283289773e+00 3.983453278710534506e-02
1.804721766827170226e+00 1.803783661804735372e-01 1.125169334180951657e-02
2.424462017082328114e+00 8.568208879950910128e-02 6.690647067146467293e-03
3.257020655659783159e+00 4.666833591127939052e-02 4.260216716639355326e-03
4.375479375074184496e+00 2.258034346618852453e-02 2.556720432986224305e-03
5.878016072274911963e+00 2.801393812231204455e-02 2.456984908254467893e-03
7.896522868499724623e+00 1.844690558146919873e-02 1.720182815187511031e-03
1.060818355139448244e+01 9.791165887744179494e-03 1.081253391035569278e-03
1.425102670302997687e+01 7.199468684406604840e-03 7.999409649340671804e-04
1.914481976169957633e+01 3.903573054964231976e-03 5.082019249598810490e-04
2.571913809059344302e+01 2.610243610265279655e-03 3.585445343495008734e-04
3.455107294592217926e+01 1.796371364753337292e-03 2.566244806790481613e-04
4.641588833612777165e+01 7.368153746989558215e-04 1.418001849751656957e-04
6.235507341273912374e+01 5.687845858482938350e-04 1.074901831229609707e-04
8.376776400682915380e+01 3.326651753879646773e-04 7.092445369927885752e-05
1.125335582600764610e+02 2.138617575644537997e-04 4.906325205849732560e-05
1.511775070615661605e+02 5.027194090666053461e-05 2.052343393344450853e-05
2.030917620904734804e+02 1.871072126015052442e-05 1.080263995627995902e-05
2.728333376486766610e+02 1.392789232964209132e-05 8.041272385762985762e-06
3.665241237079625876e+02 6.911765792775657762e-06 4.887356462044880710e-06
4.923882631706736674e+02 7.717473455273007367e-06 4.455685376865662443e-06
6.614740641230146139e+02 5.744735216105116874e-06 3.316724423441412288e-06
8.886238162743397879e+02 2.850845154131755536e-06 2.015851940599372569e-06
