# s	p(s)	error
1.000000000000000000e+00 1.262320962975692185e+00 4.024132252024948536e-02
1.804721766827170226e+00 2.032967672753867583e-01 1.202118985544438703e-02
2.424462017082328114e+00 9.048058957682984793e-02 6.919223619603173843e-03
3.257020655659783159e+00 4.450744119450638497e-02 4.186907873002793448e-03
4.375479375074184496e+00 2.140286514684299965e-02 2.505015890070584270e-03
5.878016072274911963e+00 2.793533581541514377e-02 2.469158173725435022e-03
7.896522868499724623e+00 1.819519948041119217e-02 1.719284745727845320e-03
1.060818355139448244e+01 1.039997084092324567e-02 1.121457697011649102e-03
1.425102670302997687e+01 6.661319461594377052e-03 7.743626583285958577e-04
1.914481976169957633e+01 3.819427490791293262e-03 5.058955297016817353e-04
2.571913809059344302e+01 2.493953146039347857e-03 3.526982363051893682e-04
3.455107294592217926e+01 1.113869756603773093e-03 2.033638639382251564e-04
4.641588833612777165e+01 7.738665247205284278e-04 1.462470265977383187e-04
6.235507341273912374e+01 3.291719982039591165e-04 8.229299955098977912e-05
8.376776400682915380e+01 3.369150829149475000e-04 7.183053702847669612e-05
1.125335582600764610e+02 1.367961550588488542e-04 3.948964847366608939e-05
1.511775070615661605e+02 5.939987848831776711e-05 2.245104376964915559e-05
2.030917620904734804e+02 5.053268508321417403e-05 1.786600214695251870e-05
2.728333376486766610e+02 3.291359343038622622e-05 1.244016899575589241e-05
3.665241237079625876e+02 7.000065884401425456e-06 4.949794055612854337e-06
