# s	p(s)	error
1.000000000000000000e+00 1.249355489195235203e+00 4.074948294127342385e-02
1.804721766827170226e+00 1.833780145845637644e-01 1.162110948552694603e-02
2.424462017082328114e+00 8.113430240732756593e-02 6.669198575745632039e-03
3.257020655659783159e+00 4.039920858718660385e-02 4.060273233666722784e-03
4.375479375074184496e+00 2.430090914054812423e-02 2.716924237665579826e-03
5.878016072274911963e+00 2.532476529592347231e-02 2.392965392289020214e-03
7.896522868499724623e+00 1.885125642196869289e-02 1.781276299772801674e-03
1.060818355139448244e+01 1.240373115748718939e-02 1.246621886358354175e-03
1.425102670302997687e+01 7.647612496954231051e-03 8.445375188677234400e-04
1.914481976169957633e+01 4.512531538640973151e-03 5.597106517207656173e-04
2.571913809059344302e+01 2.480521540779984883e-03 3.580324448249974103e-04
3.455107294592217926e+01 1.692580424305261668e-03 2.551660997691405702e-04
4.641588833612777165e+01 8.017695167118209275e-04 1.515201964294230874e-04
6.235507341273912374e+01 4.902461782926946900e-04 1.022233946104214472e-04
8.376776400682915380e+01 3.490630936635923326e-04 7.442050162238342411e-05
1.125335582600764610e+02 1.299178454214002681e-04 3.917170425765244767e-05
1.511775070615661605e+02 5.274997359398108949e-05 2.153508654175669779e-05
2.030917620904734804e+02 3.272170103231862158e-05 1.463358956953789612e-05
2.728333376486766610e+02 1.461443380458565342e-05 8.437647291131494275e-06
3.665241237079625876e+02 1.087869663915420140e-05 6.280818433047955957e-06
4.923882631706736674e+02 5.398591654852470767e-06 3.817380768003287104e-06
1.193776641714435755e+03 2.226717357011556882e-06 1.574526942928658365e-06
1.603718743751329384e+03 1.657524537178246625e-06 1.172046840221831829e-06
2.154434690031882383e+03 1.233828614438604439e-06 8.724485800915393182e-07
