# s	p(s)	error
1.000000000000000000e+00 1.246038508916556875e+00 3.970208814085424143e-02
1.804721766827170226e+00 1.843489744871875669e-01 1.136744474272924528e-02
2.424462017082328114e+00 8.609219754498152744e-02 6.702268488931338065e-03
3.257020655659783159e+00 4.854949693202981198e-02 4.342399016537445283e-03
4.375479375074184496e+00 2.977877426409055589e-02 2.934189815025377724e-03
5.878016072274911963e+00 2.668616395160137295e-02 2.396488268231699009e-03
7.896522868499724623e+00 2.098604656467154342e-02 1.833559401683096520e-03
1.060818355139448244e+01 1.120939212634211937e-02 1.156160519675529432e-03
1.425102670302997687e+01 7.101319735045547900e-03 7.939516828761320399e-04
1.914481976169957633e+01 3.568105703821212917e-03 4.855576845931229807e-04
2.571913809059344302e+01 1.524756584594169455e-03 2.738543668933496019e-04
3.455107294592217926e+01 7.322572683146727187e-04 1.637377028969911079e-04
4.641588833612777165e+01 9.538863005623368814e-04 1.612362130895007286e-04
6.235507341273912374e+01 3.245961928423054589e-04 8.114904821057636471e-05
8.376776400682915380e+01 2.718258883165775843e-04 6.406997631023637690e-05
1.125335582600764610e+02 1.348945577687171585e-04 3.894070461999219200e-05
1.511775070615661605e+02 1.171483268188369507e-04 3.130920731356493685e-05
2.030917620904734804e+02 3.737267435020509207e-05 1.525733041353389303e-05
2.728333376486766610e+02 2.781948259413307095e-05 1.135725621064402102e-05
3.665241237079625876e+02 2.415965397548623897e-05 9.131490882929937469e-06
4.923882631706736674e+02 1.027655457496243586e-05 5.138277287481217929e-06
8.886238162743397879e+02 4.270694836673917989e-06 2.465686813580431741e-06
