# s	p(s)	error
1.000000000000000000e+00 1.261125347605339897e+00 3.694837068745040337e-02
1.823348000868441066e+00 1.573289477817916560e-01 9.664640435897830367e-03
2.462092401494625715e+00 7.518376876248697438e-02 5.749446495266855375e-03
3.324597932270940692e+00 4.981780974908486120e-02 4.027531208478473193e-03
4.489251258218605045e+00 3.544669521957093117e-02 2.923594146700271134e-03
6.061898993497572441e+00 1.875050344134774477e-02 1.829861767623298810e-03
8.185467307069027143e+00 1.666323795693637477e-02 1.484479223551021581e-03
1.105295141126021541e+01 7.933029831077803226e-03 8.814477590086448270e-04
1.492495545051828998e+01 7.325557130753919746e-03 7.289201784108130132e-04
2.015337685941733170e+01 4.565658550464416453e-03 4.952151997979540275e-04
2.721338768375307282e+01 2.108266899735748278e-03 2.895927303020565959e-04
3.674661940736687882e+01 1.266728067892063233e-03 1.931742193537222291e-04
4.961947603002902696e+01 7.635688445526986681e-04 1.290666915503701107e-04
6.700187503509586406e+01 4.039107216851731564e-04 8.078214433703463399e-05
9.047357242349298190e+01 3.230534284514530933e-04 6.217166129302597916e-05
1.221677348996791892e+02 1.594954553243880873e-04 3.759343934277028468e-05
1.649648074098020629e+02 1.181173051981252299e-04 2.784051582702513105e-05
2.227542951999556351e+02 2.429831997214010260e-05 1.086653903934921210e-05
3.007882518043098798e+02 2.519239747715214622e-05 9.521831236290796848e-06
5.484416576121014941e+02 3.947588637597790411e-06 2.791366694980362033e-06
7.405684692262434510e+02 5.846919348961413913e-06 2.923459674480706956e-06
