# s	p(s)	error
1.000000000000000000e+00 1.320017006021044770e+00 3.958467947434989032e-02
1.811609194200414219e+00 1.703662526891426554e-01 1.056566646762791689e-02
2.438354098268828540e+00 7.497192908768632313e-02 6.041410211614002025e-03
3.281927872511474220e+00 4.268032463937454501e-02 3.929042354666861629e-03
4.417344703140069662e+00 2.472300610564924506e-02 2.577551565924467419e-03
5.945570708544391181e+00 3.094659625098003519e-02 2.485690427252877210e-03
8.002502278161049531e+00 1.038357663821352569e-02 1.241074786520905042e-03
1.077105056036769071e+01 1.102089017448731542e-02 1.102089017448731586e-03
1.449740670372631612e+01 6.386736801840394058e-03 7.231555403849980988e-04
1.951293422635963282e+01 3.954262672296997641e-03 4.904659210543723530e-04
2.626363527653332852e+01 2.214705480771976889e-03 3.163864972531395324e-04
3.534981105030105653e+01 1.578285258915582134e-03 2.302165658729737158e-04
4.757944314009409226e+01 8.233212488478704920e-04 1.433218330979550887e-04
6.404004271197280218e+01 5.004801881903906584e-04 9.631745712526553046e-05
8.619535664753031767e+01 2.616642970370733714e-04 6.002990673248484211e-05
1.160155301739971492e+02 1.125515020470037694e-04 3.393555471643902187e-05
1.561523006000496423e+02 1.064276291587819875e-04 2.844398034277102440e-05
2.101748011332487067e+02 2.259196909422136844e-05 1.129598454711068422e-05
2.828869434625969461e+02 2.937378257393854139e-05 1.110224625084630284e-05
3.807546021222372019e+02 9.352997807093050222e-06 5.399955801655152075e-06
5.124805876960931528e+02 9.265253602936961670e-06 4.632626801468480835e-06
6.897785379387657940e+02 6.883749421626708103e-06 3.441874710813354052e-06
1.249609141291986816e+03 4.749747795815986093e-06 2.124151789484866914e-06
1.681924324880868880e+03 1.411556554996258674e-06 9.981212120661762450e-07
