# s	p(s)	error
1.000000000000000000e+00 1.271387478127757209e+00 3.917993797754255880e-02
1.811609194200414219e+00 1.852805530378210663e-01 1.111238911525887219e-02
2.438354098268828540e+00 7.477040476354833431e-02 6.084729245422375657e-03
3.281927872511474220e+00 3.458186251896138569e-02 3.566846773725740848e-03
4.417344703140069662e+00 2.295977111642101900e-02 2.505116406663335325e-03
5.945570708544391181e+00 3.472578888070801395e-02 2.655547446767274073e-03
8.002502278161049531e+00 1.131579355265392543e-02 1.306635290743794926e-03
1.077105056036769071e+01 1.177011735740202299e-02 1.148645838770143189e-03
1.449740670372631612e+01 7.495519622364257319e-03 7.900971417718738845e-04
1.951293422635963282e+01 4.764504079058708499e-03 5.429656313938268329e-04
2.626363527653332852e+01 2.390551275939404013e-03 3.315098154625148561e-04
3.534981105030105653e+01 1.434536993452572955e-03 2.213538637342794997e-04
4.757944314009409226e+01 7.359159260194979161e-04 1.366561567520689538e-04
6.404004271197280218e+01 3.016601400398777875e-04 7.541503500996944687e-05
8.619535664753031767e+01 2.661455986989447165e-04 6.105798784193842521e-05
1.160155301739971492e+02 1.040718870982206056e-04 3.291042036222688116e-05
1.561523006000496423e+02 8.505382644163908220e-05 2.564469357190234415e-05
2.101748011332487067e+02 4.021304440382239152e-05 1.519910213618738402e-05
2.828869434625969461e+02 3.841308301156839657e-05 1.280436100385613163e-05
3.807546021222372019e+02 1.585529773062627548e-05 7.090704705835699812e-06
5.124805876960931528e+02 4.711965856965643575e-06 3.331863010179887873e-06
6.897785379387657940e+02 8.752051922337633586e-06 3.914036608190931336e-06
1.249609141291986816e+03 4.831092682878832819e-06 2.160530328903780988e-06
2.263803409521446611e+03 1.066696437254747894e-06 7.542682842503627817e-07
