# s	p(s)	error
1.000000000000000000e+00 1.262063494220106552e+00 4.013128434599262662e-02
1.804721766827170226e+00 1.873788333668002237e-01 1.151059023352680143e-02
2.424462017082328114e+00 7.105641577312274415e-02 6.115562554010986994e-03
3.257020655659783159e+00 3.800459725833712360e-02 3.858782208370025498e-03
4.375479375074184496e+00 2.479009538666728657e-02 2.688863370798945471e-03
5.878016072274911963e+00 2.540036782159327267e-02 2.348264835805130481e-03
7.896522868499724623e+00 2.149317905319168137e-02 1.863694983378949175e-03
1.060818355139448244e+01 1.275116168876216059e-02 1.238502307692626418e-03
1.425102670302997687e+01 7.074012951226518742e-03 7.958886382418951192e-04
1.914481976169957633e+01 3.865997996813979806e-03 5.076304064044767118e-04
2.571913809059344302e+01 2.580072124088383760e-03 3.577916283767675477e-04
3.455107294592217926e+01 8.125424429563602585e-04 1.732346309076337283e-04
4.641588833612777165e+01 1.072217406934837481e-03 1.716921938501533591e-04
6.235507341273912374e+01 4.502314195416772164e-04 9.598966117208896677e-05
8.376776400682915380e+01 4.113123542318765737e-04 7.915709947893088559e-05
1.125335582600764610e+02 2.381344110303580859e-04 5.196518876763537437e-05
1.511775070615661605e+02 9.285181957263645078e-05 2.799587696583752595e-05
2.030917620904734804e+02 3.770021750840145538e-05 1.539104934792069355e-05
2.728333376486766610e+02 1.870886617928552121e-05 9.354433089642760605e-06
3.665241237079625876e+02 6.963255721994407038e-06 4.923765340158273434e-06
4.923882631706736674e+02 5.183310392542403050e-06 3.665153927561438344e-06
6.614740641230146139e+02 3.858354151862595060e-06 2.728268385001310971e-06
8.886238162743397879e+02 5.744165652365386629e-06 2.872082826182693314e-06
