# gamma	d2min
0.000000000000000000e+00 4.903638826689769914e+00
7.999999999999953329e-03 4.918448823503982936e+00
1.600000000000007319e-02 4.900275772813753150e+00
2.400000000000002479e-02 4.865613087347258059e+00
3.199999999999998679e-02 4.903384327460299730e+00
3.999999999999993144e-02 4.806349429635100812e+00
4.800000000000004957e-02 4.846987434399590455e+00
5.600000000000000810e-02 4.810445003607132008e+00
6.399999999999997358e-02 4.876261291154921906e+00
7.199999999999991129e-02 4.914691006030680320e+00
8.000000000000002942e-02 4.843536304556810279e+00
8.799999999999999489e-02 4.938364711980185007e+00
9.599999999999994649e-02 4.912089321674446118e+00
1.040000000000000646e-01 4.827505619630833245e+00
1.120000000000000162e-01 4.868906846665730370e+00
1.199999999999999400e-01 4.871192118447662089e+00
1.279999999999999472e-01 4.889896781112118340e+00
1.360000000000000375e-01 4.979227160490275139e+00
1.439999999999999891e-01 4.945764675021131040e+00
1.519999999999999685e-01 4.907561112992292252e+00
1.600000000000000588e-01 4.935949008214696399e+00
1.680000000000000104e-01 5.011008750071335172e+00
1.759999999999999898e-01 4.943256367719983224e+00
1.839999999999999969e-01 4.914489759837403327e+00
1.920000000000000595e-01 4.927658982272798305e+00
2.000000000000000111e-01 4.908425418141457719e+00
