# gamma	percentage
0.000000000000000000e+00 9.169823232323231821e+00
7.999999852663908922e-03 9.264520202020202433e+00
1.599999970532781784e-02 9.331597222222221433e+00
2.400000070905494373e-02 9.258601641414141881e+00
3.199999941065563569e-02 9.215198863636363313e+00
4.000000041438275811e-02 9.108664772727273373e+00
4.800000141810988746e-02 9.059343434343434254e+00
5.599999666652092506e-02 8.921243686868686851e+00
6.399999767024804054e-02 8.783143939393939448e+00
7.199999867397517683e-02 8.830492424242423866e+00
8.000000082876551621e-02 8.710148358585858119e+00
8.799999607717656769e-02 8.601641414141413478e+00
9.600000283621977493e-02 8.542455808080807955e+00
1.039999980846308125e-01 8.345170454545455030e+00
1.119999933330418501e-01 8.351089015151515582e+00
1.200000000920850574e-01 8.102509469696968836e+00
1.279999953404961088e-01 8.118292297979797567e+00
1.360000020995393299e-01 8.132102272727273373e+00
1.439999984990135706e-01 7.875631313131313149e+00
1.519999937474246221e-01 7.775015782828282873e+00
1.600000016575310602e-01 7.743450126262626299e+00
1.679999957548788669e-01 7.705965909090909172e+00
1.759999910032898907e-01 7.733585858585859008e+00
1.839999989133963010e-01 7.453440656565656575e+00
1.920000045213763051e-01 7.488952020202019888e+00
1.999999997697873566e-01 7.457386363636363313e+00
