# s	p(s)	error
1.000000000000000000e+00 1.172472999796031257e+00 3.745327613324318100e-02
1.811609194200414219e+00 1.915182904617264703e-01 1.124634125660157503e-02
2.438354098268828540e+00 7.016427433983887796e-02 5.867431380463580121e-03
3.281927872511474220e+00 4.228688860154666135e-02 3.926239039659763959e-03
4.417344703140069662e+00 2.898005878291634932e-02 2.801608028013349589e-03
5.945570708544391181e+00 3.541570521608631422e-02 2.669559224717975299e-03
8.002502278161049531e+00 1.285728940283996022e-02 1.386437172187413545e-03
1.077105056036769071e+01 1.288477085548711543e-02 1.196320940671750845e-03
1.449740670372631612e+01 6.849589495966808099e-03 7.518401222579527152e-04
1.951293422635963282e+01 4.291926085666220372e-03 5.129832846736844237e-04
2.626363527653332852e+01 2.459890049894472401e-03 3.347486358661617002e-04
3.534981105030105653e+01 1.319940288263687792e-03 2.113596014926188353e-04
4.757944314009409226e+01 1.030958720634245858e-03 1.610087017533146656e-04
6.404004271197280218e+01 5.604623152334442353e-04 1.023259508949762376e-04
8.619535664753031767e+01 2.359618677206703813e-04 5.722915907237331262e-05
1.160155301739971492e+02 7.218694884072769798e-05 2.728410207672968979e-05
1.561523006000496423e+02 1.302498731382385560e-04 3.159023439248576131e-05
2.101748011332487067e+02 5.692409431335784960e-05 1.800097917724493933e-05
2.828869434625969461e+02 4.652180500490443532e-05 1.402685197921326922e-05
3.807546021222372019e+02 9.426552011701811872e-06 5.442422341486049761e-06
5.124805876960931528e+02 1.867623553241018391e-05 6.603046396002195813e-06
6.897785379387657940e+02 8.672356085296480181e-06 3.878395546361378709e-06
9.284145445194744752e+02 2.577299175810007815e-06 1.822425724361756384e-06
1.249609141291986816e+03 2.872260566923491548e-06 1.658300411496025010e-06
