# s	p(s)	error
1.000000000000000000e+00 1.336304116177632784e+00 4.147693245329674844e-02
1.804721766827170226e+00 1.790488012503587689e-01 1.130146012305974050e-02
2.424462017082328114e+00 6.743669673141368393e-02 5.984039181814030002e-03
3.257020655659783159e+00 4.585064284616723052e-02 4.257125314477123654e-03
4.375479375074184496e+00 2.147856051429425719e-02 2.513875362714512122e-03
5.878016072274911963e+00 2.496790106347096874e-02 2.338458188102239804e-03
7.896522868499724623e+00 2.119412090544612118e-02 1.858847370228427619e-03
1.060818355139448244e+01 1.371340715360568757e-02 1.290048828603777625e-03
1.425102670302997687e+01 6.142861328719551040e-03 7.449313559362575731e-04
1.914481976169957633e+01 3.496713209960167559e-03 4.849068759270639632e-04
2.571913809059344302e+01 1.801996915069279401e-03 3.003328191782132154e-04
3.455107294592217926e+01 1.192329783667817273e-03 2.107761188605506905e-04
4.641588833612777165e+01 6.933959403481430731e-04 1.386791880696286146e-04
6.235507341273912374e+01 4.748582566928797742e-04 9.901479115447983073e-05
8.376776400682915380e+01 2.305272601329065455e-04 5.952188262277146826e-05
1.125335582600764610e+02 1.830399481188251702e-04 4.575998702970629256e-05
1.511775070615661605e+02 6.812566586761720471e-05 2.408606015392052350e-05
2.030917620904734804e+02 2.535570184325733304e-05 1.267785092162866652e-05
2.728333376486766610e+02 1.887428497839503097e-05 9.437142489197515485e-06
3.665241237079625876e+02 7.024822969757398919e-06 4.967299958550477313e-06
4.923882631706736674e+02 5.229139838983979890e-06 3.697560239918302985e-06
6.614740641230146139e+02 7.784937378028683558e-06 3.892468689014341779e-06
8.886238162743397879e+02 5.794954031254558181e-06 2.897477015627279090e-06
1.193776641714435755e+03 2.156824813975385069e-06 1.525105451793408554e-06
2.154434690031882383e+03 1.195101014250655340e-06 8.450640313795590992e-07
