# s	p(s)	error
1.000000000000000000e+00 1.233343665844945924e+00 3.773970328705057720e-02
1.811609194200414219e+00 1.874112551670769622e-01 1.093004636223514001e-02
2.438354098268828540e+00 7.482955590409834379e-02 5.953119827114044561e-03
3.281927872511474220e+00 4.539139532255237475e-02 3.996489515112592109e-03
4.417344703140069662e+00 2.117564187864879113e-02 2.352849097627643556e-03
5.945570708544391181e+00 3.399048452166784917e-02 2.569439113912096954e-03
8.002502278161049531e+00 1.471930214960957307e-02 1.457428085776719907e-03
1.077105056036769071e+01 1.104312569002113831e-02 1.088111506482609004e-03
1.449740670372631612e+01 7.408076884460526070e-03 7.681817880034630961e-04
1.951293422635963282e+01 3.906017726819204991e-03 4.807975457858799082e-04
2.626363527653332852e+01 2.550269106047651103e-03 3.348667391474705675e-04
3.534981105030105653e+01 1.208724937751288944e-03 1.987131556970429520e-04
4.757944314009409226e+01 9.951243583908660380e-04 1.554123145968869886e-04
6.404004271197280218e+01 4.508180029311497543e-04 9.016360058622995628e-05
8.619535664753031767e+01 2.411578976624876723e-04 5.684146159127883777e-05
1.160155301739971492e+02 1.393557078699145908e-04 3.724437955289838591e-05
1.561523006000496423e+02 8.134992429136395596e-05 2.452792505438842037e-05
2.101748011332487067e+02 4.945095911904327676e-05 1.648365303968109225e-05
2.828869434625969461e+02 2.041126664218376427e-05 9.128195943759354357e-06
3.807546021222372019e+02 1.213186824358587315e-05 6.065934121792936575e-06
5.124805876960931528e+02 6.760155570261137362e-06 3.902977638254016004e-06
6.897785379387657940e+02 3.348367926820022661e-06 2.367653666961979195e-06
9.284145445194744752e+02 2.487716663506583628e-06 1.759081322436277691e-06
2.263803409521446611e+03 1.020244215256838362e-06 7.214216030744580098e-07
3.046989570903508138e+03 7.580046729067436796e-07 5.359902443834492830e-07
