# s	p(s)	error
1.000000000000000000e+00 1.288742142100421484e+00 3.996219738733843702e-02
1.804721766827170226e+00 1.847033254000437497e-01 1.126156050611289844e-02
2.424462017082328114e+00 8.688928584720327641e-02 6.664104015075623597e-03
3.257020655659783159e+00 4.717738485192866232e-02 4.236654227582021225e-03
4.375479375074184496e+00 2.039104797201993571e-02 2.403108049419249229e-03
5.878016072274911963e+00 2.803842166234037786e-02 2.431239495313639032e-03
7.896522868499724623e+00 1.741886175182069674e-02 1.653325190864799637e-03
1.060818355139448244e+01 1.214856564139119195e-02 1.191264870531087358e-03
1.425102670302997687e+01 5.825877383058590195e-03 7.117442027762334615e-04
1.914481976169957633e+01 2.783234918821486659e-03 4.244393460200597524e-04
2.571913809059344302e+01 2.746319979285372082e-03 3.637589675417676207e-04
3.455107294592217926e+01 1.398736022016057196e-03 2.239770168661029564e-04
4.641588833612777165e+01 1.067888760556595477e-03 1.688480385526510688e-04
6.235507341273912374e+01 4.372034465506840118e-04 9.321208799774766693e-05
8.376776400682915380e+01 2.366877332973093683e-04 5.917193332432734207e-05
1.125335582600764610e+02 1.321392646738667838e-04 3.814532001498810253e-05
1.511775070615661605e+02 8.196822137901601526e-05 2.592062753105984677e-05
2.030917620904734804e+02 1.830465879876002412e-05 1.056819968488835292e-05
2.728333376486766610e+02 1.362562743227538991e-05 7.866759665901746528e-06
3.665241237079625876e+02 2.028529730756327952e-05 8.281437947363913025e-06
4.923882631706736674e+02 1.006665048151639358e-05 5.033325240758196792e-06
1.193776641714435755e+03 2.076058608175455784e-06 1.467995119981570306e-06
