# r	g(r)	err
3.161616161616161769e+00 3.749175088541953360e-01 6.631814002246981879e-03
3.181818181818181657e+00 3.379728446586363066e-01 6.256611136100698016e-03
3.202020202020201989e+00 3.280033276287662725e-01 6.124754369467589818e-03
3.222222222222222321e+00 3.159977360723121853e-01 5.973929816823719124e-03
3.242424242424242653e+00 2.973498388076210031e-01 5.758874772840319282e-03
3.262626262626262985e+00 2.950007737988089018e-01 5.700564564034768522e-03
3.282828282828282873e+00 2.881170012492902388e-01 5.598992626567552734e-03
3.303030303030303205e+00 2.863230702216371104e-01 5.547396805191011533e-03
3.323232323232323537e+00 2.800919469768669567e-01 5.453348178301816243e-03
3.343434343434343425e+00 2.802838622786941736e-01 5.422254108391299024e-03
3.363636363636363757e+00 2.856329947846498740e-01 5.440875229395182935e-03
3.383838383838384090e+00 2.787508073627275040e-01 5.342838828470695620e-03
3.404040404040403978e+00 2.912383856010030136e-01 5.428792223512808948e-03
3.424242424242424310e+00 2.870120478844922496e-01 5.357462984237398515e-03
3.444444444444444642e+00 2.891899465143897285e-01 5.346210198607514660e-03
3.464646464646464530e+00 3.002847314409081703e-01 5.416033209306701963e-03
3.484848484848484862e+00 3.072413129259412568e-01 5.446650703598217812e-03
3.505050505050505194e+00 3.224172896210518724e-01 5.547387456473503071e-03
3.525252525252525526e+00 3.466617500946995722e-01 5.719214026867417387e-03
3.545454545454545414e+00 3.438418422931986962e-01 5.663449856170131406e-03
3.565656565656565746e+00 3.705767334374500677e-01 5.846193457332746722e-03
3.585858585858586078e+00 3.818245793013181899e-01 5.900820468117103437e-03
3.606060606060606410e+00 3.972163420249101851e-01 5.984862144254637396e-03
3.626262626262626299e+00 4.226754966717019557e-01 6.139286498467709692e-03
3.646464646464646631e+00 4.349369365783212760e-01 6.193195039825965739e-03
3.666666666666666963e+00 4.512641171919593575e-01 6.273611040697149761e-03
3.686868686868686851e+00 4.994712120925769994e-01 6.564039413446792239e-03
3.707070707070707183e+00 5.237359466203592717e-01 6.684961965828631163e-03
3.727272727272727515e+00 5.487971659758574816e-01 6.805944094721589482e-03
3.747474747474747403e+00 5.928272477356688608e-01 7.035565040902354121e-03
3.767676767676767735e+00 6.310929404666101306e-01 7.220157025627007077e-03
3.787878787878788067e+00 6.864902567530924982e-01 7.490222774811228570e-03
3.808080808080808399e+00 7.536172644946471655e-01 7.806257678461020477e-03
3.828282828282828287e+00 7.840888586723444575e-01 7.920493557429074058e-03
3.848484848484848619e+00 8.846599017518372854e-01 8.368969966079586528e-03
3.868686868686868952e+00 9.269968111633744012e-01 8.522149718654859277e-03
3.888888888888889284e+00 1.014154009762522346e+00 8.867476375608375136e-03
3.909090909090909172e+00 1.073988499601471025e+00 9.078156471820249956e-03
3.929292929292929504e+00 1.159579625030749961e+00 9.384464593839346100e-03
3.949494949494949836e+00 1.239158094635942176e+00 9.651513339832010208e-03
3.969696969696969724e+00 1.325097008038353730e+00 9.929790822179904858e-03
3.989898989898990056e+00 1.384192333914849193e+00 1.009740876434071094e-02
