# mu	p(mu)	err
-7.966501168778952433e+02 3.103507387793111491e-06 2.194511119371057299e-06
-4.915212485870150658e+02 3.103507387793111491e-06 2.194511119371057299e-06
-4.533801400506550863e+02 3.103507387793097938e-06 2.194511119371047558e-06
-4.025253286688416665e+02 4.655261081689667660e-06 2.687716238661518273e-06
-3.770979229779350135e+02 3.103507387793111491e-06 2.194511119371057299e-06
-3.643842201324816870e+02 4.655261081689667660e-06 2.687716238661518273e-06
-3.389568144415750339e+02 3.103507387793084386e-06 2.194511119371038241e-06
-3.262431115961215937e+02 6.207014775586222982e-06 3.103507387793111491e-06
-3.135294087506682672e+02 7.758768469482779997e-06 3.469826743889099495e-06
-3.008157059052149407e+02 4.655261081689667660e-06 2.687716238661518273e-06
-2.881020030597616142e+02 6.207014775586222982e-06 3.103507387793111491e-06
-2.753883002143082877e+02 9.310522163379335319e-06 3.801004756525521690e-06
-2.626745973688549611e+02 6.207014775586222982e-06 3.103507387793111491e-06
-2.499608945234016346e+02 1.396578324506900467e-05 4.655261081689668507e-06
-2.372471916779483081e+02 1.396578324506900467e-05 4.655261081689668507e-06
-2.245334888324949816e+02 1.241402955117233754e-05 4.389022238742076481e-06
-2.118197859870415414e+02 2.482805910234489193e-05 6.207014775586222982e-06
-1.991060831415882149e+02 2.948332018403456467e-05 6.763937536961035481e-06
-1.863923802961348883e+02 3.724208865351734128e-05 7.602009513051043380e-06
-1.736786774506815618e+02 2.637981279624144725e-05 6.398044384877873890e-06
-1.609649746052282353e+02 4.344910342910356256e-05 8.211108740152266858e-06
-1.482512717597749088e+02 5.896664036806912934e-05 9.565652199814764895e-06
-1.355375689143215823e+02 6.827716253144785140e-05 1.029316953940567173e-05
-1.228238660688681421e+02 6.672540883755190256e-05 1.017552945258520991e-05
-1.101101632234148155e+02 1.179332807361382587e-04 1.352787507392207096e-05
-9.739646037796148903e+01 1.800034284920004851e-04 1.671289876342540320e-05
-8.468275753250816251e+01 2.405218225539661799e-04 1.931917768982026109e-05
-7.196905468705483599e+01 3.491445811267250999e-04 2.327630540844833999e-05
-5.925535184160150948e+01 4.903541672713116308e-04 2.758457703828042133e-05
-4.654164899614818296e+01 7.882908764994504694e-04 3.497475202875606178e-05
-3.382794615069485644e+01 1.292610827015831061e-03 4.478631069414512232e-05
-2.111424330524152992e+01 2.231421811823227491e-03 5.884400597459360331e-05
-8.400540459788089720e+00 3.778520244638113642e-03 7.657240199366944285e-05
4.313162385665236798e+00 6.764094351695087992e-03 1.024510048565053469e-04
1.702686523111856332e+01 1.060468474408906431e-02 1.282803910356086362e-04
2.974056807657188983e+01 1.403561216129434880e-02 1.475798530199428260e-04
4.245427092202521635e+01 1.424044364888869298e-02 1.486528204740454335e-04
5.516797376747854287e+01 1.052864881308813137e-02 1.278196764486950901e-04
6.788167661293186939e+01 6.096840263319512968e-03 9.726661503158840220e-05
8.059537945838530959e+01 3.067817052833490647e-03 6.899635094650451096e-05
9.330908230383863611e+01 1.557960708672142180e-03 4.916880397800716242e-05
1.060227851492919626e+02 7.619110637032090391e-04 3.438456496048930149e-05
1.187364879947452891e+02 4.236287584337598095e-04 2.563917882344126016e-05
1.314501908401986157e+02 1.893139506553798374e-04 1.713967975884135448e-05
1.441638936856519422e+02 1.489683546140693651e-04 1.520401902610208676e-05
1.568775965311052687e+02 7.758768469482779997e-05 1.097255559685528903e-05
1.695912993765585952e+02 4.189734973520701063e-05 8.063148715984553549e-06
1.823050022220119217e+02 4.810436451079323869e-05 8.639798916767092246e-06
1.950187050674652482e+02 2.482805910234489193e-05 6.207014775586222982e-06
2.077324079129185748e+02 1.241402955117244596e-05 4.389022238742114598e-06
2.204461107583719013e+02 1.241402955117222573e-05 4.389022238742036671e-06
2.331598136038254552e+02 9.310522163379335319e-06 3.801004756525521690e-06
2.458735164492787817e+02 9.310522163379335319e-06 3.801004756525521690e-06
2.585872192947321082e+02 9.310522163379335319e-06 3.801004756525521690e-06
2.713009221401854347e+02 4.655261081689667660e-06 2.687716238661518273e-06
2.840146249856387612e+02 6.207014775586222982e-06 3.103507387793111491e-06
2.967283278310920878e+02 4.655261081689667660e-06 2.687716238661518273e-06
3.221557335219987408e+02 6.207014775586222982e-06 3.103507387793111491e-06
3.348694363674520673e+02 3.103507387793111491e-06 2.194511119371057299e-06
4.620064648219855599e+02 3.103507387793111491e-06 2.194511119371057299e-06
