# s	p(s)	error
1.000000000000000000e+00 1.303089256965465514e+00 4.227779822503344165e-02
1.804721766827170226e+00 2.120530414779861761e-01 1.269528352011664238e-02
2.424462017082328114e+00 7.128624183136209047e-02 6.350683174373083009e-03
3.257020655659783159e+00 4.295663147481235122e-02 4.253340310933992514e-03
4.375479375074184496e+00 2.445228903851503696e-02 2.768676531057621352e-03
5.878016072274911963e+00 2.450242614962685334e-02 2.391191946683689316e-03
7.896522868499724623e+00 1.928135898105446874e-02 1.830105604584210659e-03
1.060818355139448244e+01 1.008565564905886634e-02 1.141975626572006020e-03
1.425102670302997687e+01 5.775048762391021481e-03 7.455555893425393557e-04
1.914481976169957633e+01 3.510713239298208794e-03 5.015304627568869860e-04
2.571913809059344302e+01 2.239976381944337128e-03 3.456358595699774859e-04
3.455107294592217926e+01 1.071896331955491440e-03 2.062865452659584664e-04
4.641588833612777165e+01 7.978985145703718909e-04 1.535556407244022346e-04
6.235507341273912374e+01 6.159377121362352844e-04 1.164012863870406275e-04
8.376776400682915380e+01 2.456206605843780475e-04 6.341898186185070292e-05
1.125335582600764610e+02 9.751209671332607934e-05 3.447573241685565740e-05
1.511775070615661605e+02 4.536630245894668795e-05 2.028842723720413073e-05
2.030917620904734804e+02 7.429352016767885652e-05 2.240033915917205264e-05
2.728333376486766610e+02 3.519258459113364367e-05 1.330154668882047803e-05
3.665241237079625876e+02 1.122714288101123638e-05 6.481993964582228071e-06
4.923882631706736674e+02 1.392877333464644664e-05 6.229136803891176058e-06
6.614740641230146139e+02 4.147321796773641731e-06 2.932599366261418208e-06
8.886238162743397879e+02 3.087184648774802702e-06 2.182969199923672778e-06
