# gamma	percentage
0.000000000000000000e+00 9.291585287303201213e-01
7.000000360833441397e-03 9.380358395143677530e-01
1.400000072166688279e-02 9.408305484649013284e-01
2.100000108250032332e-02 9.377070502260697049e-01
2.800000144333376559e-02 9.268570037122336736e-01
3.500000294967019199e-02 9.204456125904215691e-01
4.200000216500064665e-02 9.163357464866958013e-01
4.900000138033110131e-02 9.141986161127583221e-01
5.600000288666753118e-02 9.079516196350951862e-01
6.300000439300396105e-02 8.977591516978553621e-01
7.000000589934038397e-02 8.890462355579566989e-01
7.700000282366485649e-02 8.842787908776348349e-01
8.400000433000129330e-02 8.785249783324187156e-01
9.100000583633771623e-02 8.645514335797511718e-01
9.800000161515921848e-02 8.563317013722996363e-01
1.050000088490105760e-01 8.463036280792087807e-01
1.120000057733350624e-01 8.315081101057960611e-01
1.190000015521565646e-01 8.144110671142967828e-01
1.260000087860079221e-01 8.137534885377007976e-01
1.330000045648294105e-01 8.086572545690807745e-01
1.400000117986807679e-01 8.015882848706725738e-01
1.470000087230052543e-01 7.904094490685383834e-01
1.540000045018267427e-01 7.943549205281150716e-01
1.610000117356781002e-01 7.946837098164132307e-01
1.680000075144995886e-01 7.825185061493850069e-01
1.750000032933211047e-01 7.793950079105533835e-01
1.820000116726754325e-01 7.910670276451347016e-01
1.890000177610238197e-01 7.816965329286398312e-01
1.960000032303184370e-01 7.716684596355489756e-01
