# mu	p(mu)	err
-1.166847790993178478e+03 6.842627724090863253e-07 3.060116147158369175e-07
-1.022688732886911566e+03 6.842627724090863253e-07 3.060116147158369175e-07
-8.785296747806446547e+02 1.505378099299989937e-06 4.538885748178581269e-07
-7.343706166743777430e+02 2.052788317227258870e-06 5.300276643940213953e-07
-5.902115585681108314e+02 3.421313862045431733e-06 6.842627724090863253e-07
-4.460525004618439198e+02 9.032268595799968844e-06 1.111795408382822213e-06
-3.018934423555774629e+02 3.653963204664520907e-05 2.236189165837512565e-06
-1.577343842493105512e+02 6.096781302164958971e-04 9.134331367529071084e-06
-1.357532614304363960e+01 6.154396227601804936e-03 2.902145490909383569e-05
1.305837319632232720e+02 1.071555501592629135e-04 3.829426950106194910e-06
2.747427900694901837e+02 6.705775169609046603e-06 9.579678813727210037e-07
4.189018481757570953e+02 2.052788317227258870e-06 5.300276643940213953e-07
5.630609062820240069e+02 1.642230653781812305e-06 4.740711550161922691e-07
7.072199643882904638e+02 4.105576634454505352e-07 2.370355775080946523e-07
