# r	g(r)	err
2.040404040404040664e+00 0.000000000000000000e+00 nan
2.121212121212121104e+00 2.508149502600248194e-03 3.620201976235198232e-04
2.202020202020201989e+00 1.257788896179458382e-01 2.469578130461380031e-03
2.282828282828282873e+00 1.072686180685651580e+00 6.956700229891717331e-03
2.363636363636363313e+00 2.898927907393252124e+00 1.104531830970373850e-02
2.444444444444444642e+00 4.056360822859367055e+00 1.263363454237148575e-02
2.525252525252525082e+00 3.934966028073356714e+00 1.204497411226349013e-02
2.606060606060606410e+00 3.202511158943077252e+00 1.052933651447126445e-02
2.686868686868686851e+00 2.377639749655909629e+00 8.799677899737963493e-03
2.767676767676767735e+00 1.677657808456537447e+00 7.175902254704490633e-03
2.848484848484848619e+00 1.132360949257774196e+00 5.728207209341625548e-03
2.929292929292929060e+00 7.657278286229920461e-01 4.580518098481289532e-03
3.010101010101010388e+00 5.342869791904960586e-01 3.723457636640377030e-03
3.090909090909090828e+00 3.931167955378303547e-01 3.110389369785113850e-03
3.171717171717171713e+00 3.093019129870581141e-01 2.688667149268146074e-03
3.252525252525252597e+00 2.562081828861264565e-01 2.386250390155057917e-03
3.333333333333333481e+00 2.304362355513977778e-01 2.208191999325708095e-03
3.414141414141414366e+00 2.394242249916924969e-01 2.197570066354012815e-03
3.494949494949494806e+00 2.704424729774749792e-01 2.281585438500938721e-03
3.575757575757576134e+00 3.164645866321583179e-01 2.412318697576844046e-03
3.656565656565656575e+00 3.846465474536243656e-01 2.600744775450779863e-03
3.737373737373737459e+00 4.792535061080641645e-01 2.840248317603619697e-03
3.818181818181818343e+00 6.448743956466918004e-01 3.224936391492452033e-03
3.898989898989899228e+00 8.484920907152395664e-01 3.622529913992179450e-03
3.979797979797980112e+00 1.071665953090624068e+00 3.988493428196574625e-03
4.060606060606060552e+00 1.288243562328623248e+00 4.285962070013345747e-03
4.141414141414141881e+00 1.469774675987493451e+00 4.488662056548927033e-03
4.222222222222222321e+00 1.539635432926797609e+00 4.506174989976753295e-03
4.303030303030302761e+00 1.542285766165927274e+00 4.425355985812811331e-03
4.383838383838384090e+00 1.460039564610360774e+00 4.226374416103757109e-03
4.464646464646464530e+00 1.333143521168751011e+00 3.965441705093837588e-03
4.545454545454545858e+00 1.233658878821087823e+00 3.746799180403991101e-03
4.626262626262626299e+00 1.180435882941777370e+00 3.601066233480065132e-03
4.707070707070707627e+00 1.178115812751536984e+00 3.535765564637402113e-03
4.787878787878788067e+00 1.213350226023316214e+00 3.527687709161643741e-03
4.868686868686868507e+00 1.251844720689292423e+00 3.523737747545180581e-03
4.949494949494949836e+00 1.256026245173320621e+00 3.471991578068674318e-03
5.030303030303030276e+00 1.186838971929934150e+00 3.320794052365275487e-03
5.111111111111111605e+00 1.091583169118845564e+00 3.134391814509004340e-03
5.191919191919192045e+00 9.749205222167439677e-01 2.916062803450766936e-03
5.272727272727273373e+00 8.583894386803619936e-01 2.694306915015495709e-03
5.353535353535353813e+00 7.412515974351442383e-01 2.465939046901532029e-03
5.434343434343434254e+00 6.510306907719629610e-01 2.276637271442333212e-03
5.515151515151515582e+00 6.011890893560061233e-01 2.155699834364286933e-03
5.595959595959596022e+00 5.751745981599503121e-01 2.078095347725128494e-03
5.676767676767677351e+00 5.901570603689484384e-01 2.075022804525233043e-03
5.757575757575757791e+00 6.419305265400404581e-01 2.133754964837003554e-03
5.838383838383839120e+00 7.281471618580612759e-01 2.241078803913358706e-03
5.919191919191919560e+00 8.319958947863254073e-01 2.362862020073143096e-03
6.000000000000000000e+00 9.536004156415641697e-01 2.495583794562970543e-03
6.080808080808081328e+00 1.074505184845876427e+00 2.613864993280586285e-03
6.161616161616162657e+00 1.191332424227183218e+00 2.716201795475531484e-03
6.242424242424242209e+00 1.264984663787427799e+00 2.762673367239332906e-03
6.323232323232323537e+00 1.318771082552666840e+00 2.784747101060247587e-03
6.404040404040404866e+00 1.335380839990677693e+00 2.766869642613276319e-03
6.484848484848485306e+00 1.312527817337691971e+00 2.708910247746309282e-03
6.565656565656565746e+00 1.268615562527432239e+00 2.630431802880151167e-03
6.646464646464647075e+00 1.208991360087982025e+00 2.536653167839439220e-03
6.727272727272727515e+00 1.148897811037375538e+00 2.443103454403632632e-03
6.808080808080807955e+00 1.083315502840291211e+00 2.344190861122875599e-03
6.888888888888889284e+00 1.025499807992168444e+00 2.254025386004161573e-03
6.969696969696970612e+00 9.940363854779219466e-01 2.193448469228128327e-03
7.050505050505051052e+00 9.603890465017204114e-01 2.131294981917157116e-03
7.131313131313131493e+00 9.525704974255692070e-01 2.098549647473196052e-03
7.212121212121212821e+00 9.457452136138347898e-01 2.067589177184048135e-03
7.292929292929293261e+00 9.450076482538428690e-01 2.043882146552955439e-03
7.373737373737373701e+00 9.309900664617160038e-01 2.006434789350970520e-03
7.454545454545455030e+00 9.188611256547463135e-01 1.971714195634107283e-03
7.535353535353536358e+00 8.954995685699906893e-01 1.925614062854883596e-03
7.616161616161616799e+00 8.744170629411140983e-01 1.882622964177143535e-03
7.696969696969697239e+00 8.595302858887249320e-01 1.846932427668896304e-03
7.777777777777778567e+00 8.543552662361917349e-01 1.822233016212046822e-03
7.858585858585859008e+00 8.636885518555307284e-01 1.813319661287509429e-03
7.939393939393939448e+00 8.822840666027635947e-01 1.814082601187157629e-03
8.020202020202020776e+00 9.195065048280987030e-01 1.833294715034298550e-03
8.101010101010102105e+00 9.733899958739079539e-01 1.867430539502609906e-03
8.181818181818181657e+00 1.031870352443574612e+00 1.903719394317298979e-03
8.262626262626262985e+00 1.076282178538349843e+00 1.925241243772452806e-03
8.343434343434344314e+00 1.127174437258678052e+00 1.951151104678220879e-03
8.424242424242425642e+00 1.156534432038664573e+00 1.957440721119168680e-03
8.505050505050505194e+00 1.174260625346720488e+00 1.953644521161357599e-03
8.585858585858586522e+00 1.173917135477165807e+00 1.934974211173117733e-03
8.666666666666667851e+00 1.163055595445242396e+00 1.908043781121666156e-03
8.747474747474747403e+00 1.141801720779611395e+00 1.873064964600188809e-03
8.828282828282828731e+00 1.106882850370871196e+00 1.827320736615718191e-03
8.909090909090910060e+00 1.067811948102486364e+00 1.778501307591666804e-03
8.989898989898989612e+00 1.034944088292454545e+00 1.735177163670370082e-03
9.070707070707070940e+00 1.000663817753296714e+00 1.690998209127848699e-03
9.151515151515152269e+00 9.702826566599941360e-01 1.650427010535523292e-03
9.232323232323233597e+00 9.499457942300592039e-01 1.618745605285898002e-03
9.313131313131313149e+00 9.311794248474606350e-01 1.588770438665617051e-03
9.393939393939394478e+00 9.242653801617897180e-01 1.569245097243307302e-03
9.474747474747475806e+00 9.222724204612824384e-01 1.554183015019989589e-03
9.555555555555557135e+00 9.237703964704016002e-01 1.542290806611931742e-03
9.636363636363636687e+00 9.288207117104887445e-01 1.533532402685382212e-03
9.717171717171718015e+00 9.373458342122790166e-01 1.527742782701802578e-03
9.797979797979799343e+00 9.488663246319506417e-01 1.524425372538214512e-03
9.878787878787878896e+00 9.596522768255106861e-01 1.520524702757127325e-03
9.959595959595960224e+00 9.685164374765190543e-01 1.515137226946382427e-03
