# gamma	CrltnCoeff
0.000000000000000000e+00 5.271040151245734440e-02
8.000000191767662680e-03 -8.997219512267524977e-02
1.600000038353532883e-02 -8.040795178775679564e-02
2.400000057530299324e-02 -1.539547064489750205e-01
3.200000076707065072e-02 -1.088519207717437293e-01
4.000000095883832207e-02 -9.851300288236629343e-02
4.800000115060598649e-02 -1.457291320393208633e-01
5.600000248384784385e-02 -1.300261076286325923e-01
6.400000153414130144e-02 -1.321595829230303165e-01
7.200000172590897973e-02 -1.507136095670135456e-01
8.000000191767664415e-02 -1.654694104780451425e-01
8.800000325091850151e-02 -1.795411527056222090e-01
9.600000230121197298e-02 -1.855463073625862880e-01
1.040000082003506021e-01 -2.099019220111590367e-01
1.120000038262214948e-01 -2.158640338263758951e-01
1.200000085838859309e-01 -2.230624159806273710e-01
1.280000042097568236e-01 -2.444867532897623819e-01
1.360000089674212598e-01 -2.581023220576262323e-01
1.440000045932921802e-01 -2.396846296225302042e-01
1.520000093509565886e-01 -2.756119959533697705e-01
1.600000049768274812e-01 -2.909983374474715556e-01
1.680000108759660826e-01 -2.993813930412626556e-01
1.760000053603628378e-01 -2.953644602106866857e-01
1.840000101180272463e-01 -2.882967999536032999e-01
1.920000057438981389e-01 -2.974621885011649036e-01
2.000000002282948386e-01 -3.096779364713772575e-01
