# r	c(r)	err
2.140010949999999745e+00 1.539790164676232975e-01 1.290994448735805489e-01
2.271852832527623711e+00 4.055327777200094103e-02 1.858235365617915899e-02
2.384109584516129754e+00 3.543839045190675524e-02 7.838618016696205504e-03
2.509603264616763418e+00 1.174828675911690316e-02 7.048023209798871466e-03
2.640053859459067898e+00 1.393418007889860727e-02 8.470015224442547022e-03
2.771941895700761993e+00 3.208653158396507221e-02 1.245821823593385586e-02
2.902350952195119849e+00 1.647146948429397545e-02 2.208630521496930676e-02
3.037437308447886952e+00 6.903502280977381889e-02 4.432422071779362760e-02
3.168310571428409883e+00 3.283954842610734698e-02 9.166984970282113232e-02
3.311061187499944936e+00 3.336164067453282200e-01 1.767766952966368654e-01
3.484819267379813290e+00 -7.977602198550515222e-02 7.312724241271306713e-02
3.612954850154806330e+00 5.391929643517886367e-02 2.488363008967197504e-02
3.742654464175010354e+00 3.273685943893329953e-02 1.350242221424650946e-02
3.874222046250003881e+00 2.336348960121892304e-02 8.838834764831843965e-03
4.005023864221297636e+00 2.290075784387810010e-02 6.853174200211770845e-03
4.136795867378511460e+00 7.431441564581777598e-03 6.509307641441862934e-03
4.270339393936448680e+00 9.603575705373195229e-03 6.975970797866053348e-03
4.405682746651789827e+00 2.190760700189209494e-03 8.102546544402055087e-03
4.543973977250140628e+00 2.451513870064153319e-02 8.737374060534451592e-03
4.682614328330449105e+00 1.505344942076293144e-02 8.149225839943964600e-03
4.818187024625707693e+00 1.124641468087394895e-02 7.017932675554324450e-03
4.951248054221530026e+00 7.948288878589535728e-03 6.559951467034598124e-03
5.084882603095956632e+00 3.913250836159029231e-03 6.622080926508566723e-03
5.218591703192259068e+00 9.380963594907665640e-03 7.245996334483253802e-03
5.353584770331867304e+00 1.005189727913855142e-02 8.438893686297129632e-03
5.490225146375042442e+00 2.253111325597638090e-02 9.585740888138438373e-03
5.630538596719492972e+00 -2.288054875700797335e-03 9.572556148202156570e-03
5.768529156111137368e+00 3.904467291077090823e-03 8.026757648518147853e-03
5.903311907426662231e+00 9.291666277122178144e-03 6.578662633298613949e-03
6.037065837523934775e+00 1.983795273108362751e-03 5.695902503023239465e-03
6.171646111178367811e+00 1.372621312243373819e-03 5.247193502013918105e-03
6.305996403424448893e+00 -3.644777747378170722e-03 5.029063964319496066e-03
6.441080709535909499e+00 -8.018629624965604649e-03 5.020690220641860213e-03
6.576249385852849016e+00 5.323849169420081552e-03 5.114637891149256821e-03
6.711549711047161360e+00 8.793822128971113053e-03 5.283762296109350588e-03
6.846987916334141389e+00 -5.713229773142622630e-04 5.540017420058163111e-03
6.983729983411096853e+00 1.395785346187279445e-02 5.594629942223926754e-03
7.119867799314050671e+00 -7.501201586900058593e-04 5.485239879996134382e-03
7.255522298022031968e+00 -1.074398144681830815e-03 5.304386711695779910e-03
7.390245071958546852e+00 5.256428287667235140e-03 5.184619104044056910e-03
7.525485751740874640e+00 2.392984036103310355e-03 5.135841971669865592e-03
7.660880932670590227e+00 6.710175560286876437e-03 5.176138752855402418e-03
7.797616447773864756e+00 -2.633813751687354328e-03 5.131309818292210598e-03
7.933044978717711082e+00 6.460123248178911357e-03 4.931796342873741995e-03
