# s	p(s)	error
1.000000000000000000e+00 1.226904942614340577e+00 3.764858495815869704e-02
1.811609194200414219e+00 1.842976196137552092e-01 1.084103644786795287e-02
2.438354098268828540e+00 7.106911120266755366e-02 5.802768630655041025e-03
3.281927872511474220e+00 3.836929901556582895e-02 3.675112314261899833e-03
4.417344703140069662e+00 2.353789484956831171e-02 2.481111968339407611e-03
5.945570708544391181e+00 3.342114293554951376e-02 2.548338258276465571e-03
8.002502278161049531e+00 1.371463324103427972e-02 1.407091681208862827e-03
1.077105056036769071e+01 1.319269269268514427e-02 1.189545040049311709e-03
1.449740670372631612e+01 8.207923525720859856e-03 8.087507362826254790e-04
1.951293422635963282e+01 4.795664995206901093e-03 5.328516661341001215e-04
2.626363527653332852e+01 2.683251591269560435e-03 3.435551618211327737e-04
3.534981105030105653e+01 1.143845444419617314e-03 1.933451688206141040e-04
4.757944314009409226e+01 7.041497709395196309e-04 1.307573298419077018e-04
6.404004271197280218e+01 6.855172426985351678e-04 1.112055813201982265e-04
8.619535664753031767e+01 2.144482521890777845e-04 5.361206304726944612e-05
1.160155301739971492e+02 8.962161788242450705e-05 2.987387262747483681e-05
1.561523006000496423e+02 6.658563129538390207e-05 2.219521043179463289e-05
2.101748011332487067e+02 5.496747076781477676e-05 1.738224048450190778e-05
2.828869434625969461e+02 1.225165477347385236e-05 7.073496181483492899e-06
3.807546021222372019e+02 1.820507566768311716e-05 7.432191019096902580e-06
6.897785379387657940e+02 6.699412406739022773e-06 3.349706203369511387e-06
1.249609141291986816e+03 1.849022523231323073e-06 1.307456364743528990e-06
2.263803409521446611e+03 1.020651986725765915e-06 7.217099410453111471e-07
