# s	p(s)	error
1.000000000000000000e+00 1.161836458328334709e+00 3.618392443996019947e-02
1.811609194200414219e+00 1.922119118565021323e-01 1.093455362490078353e-02
2.438354098268828540e+00 8.272610787525479237e-02 6.183239611274771348e-03
3.281927872511474220e+00 4.807124151571936371e-02 4.062761429709232409e-03
4.417344703140069662e+00 2.500063966010288713e-02 2.525445976808584833e-03
5.945570708544391181e+00 3.828636684391510669e-02 2.693819370802192411e-03
8.002502278161049531e+00 1.196959495791837490e-02 1.298284857062555935e-03
1.077105056036769071e+01 1.213629878629897581e-02 1.126827053669766281e-03
1.449740670372631612e+01 7.151280943411232258e-03 7.455725778364590299e-04
1.951293422635963282e+01 4.273615780004174670e-03 4.967977433238108089e-04
2.626363527653332852e+01 2.617347166220834308e-03 3.351169648641225129e-04
3.534981105030105653e+01 1.338901193889067975e-03 2.065969394853275313e-04
4.757944314009409226e+01 9.237013692106801205e-04 1.479105949189373674e-04
6.404004271197280218e+01 4.223241960558289242e-04 8.620656553065874164e-05
8.619535664753031767e+01 3.006978343195094733e-04 6.269983273136387608e-05
1.160155301739971492e+02 1.554140180666761253e-04 3.885350451666903131e-05
1.561523006000496423e+02 4.330012982483444480e-05 1.767720397785199090e-05
2.101748011332487067e+02 6.434087104611582101e-05 1.857360960918498348e-05
2.828869434625969461e+02 1.991789489488731511e-05 8.907553390732812852e-06
3.807546021222372019e+02 8.878966729150712510e-06 5.126273831200895030e-06
6.897785379387657940e+02 3.267432717672716358e-06 2.310423831737167783e-06
9.284145445194744752e+02 3.641377081144431994e-06 2.102350038019671713e-06
1.249609141291986816e+03 1.803607934941430916e-06 1.275343401398951128e-06
