# r	g(r)	err
2.040404040404040664e+00 1.005802202305015056e-03 2.370698525940799885e-04
2.121212121212121104e+00 3.102097737177160822e-02 1.266426098054393781e-03
2.202020202020201989e+00 2.804714371281919472e-01 3.668252602319311065e-03
2.282828282828282873e+00 1.259835161697884676e+00 7.499284530280350171e-03
2.363636363636363313e+00 2.896647496838870239e+00 1.098255468470035051e-02
2.444444444444444642e+00 3.897686436239316432e+00 1.231854717178112665e-02
2.525252525252525082e+00 3.886504594048174610e+00 1.190723684047191762e-02
2.606060606060606410e+00 3.210637603649131311e+00 1.048690529514664620e-02
2.686868686868686851e+00 2.372202496745504874e+00 8.743104127130241904e-03
2.767676767676767735e+00 1.641183079306762549e+00 7.059913183859617761e-03
2.848484848484848619e+00 1.102003018462525796e+00 5.621001377523425317e-03
2.929292929292929060e+00 7.421929289527589013e-01 4.485716436663842073e-03
3.010101010101010388e+00 4.834087169918596660e-01 3.522997886748411613e-03
3.090909090909090828e+00 3.419234853336284852e-01 2.885455941578666476e-03
3.171717171717171713e+00 2.696386041764572972e-01 2.497081948147820193e-03
3.252525252525252597e+00 2.419372351447763303e-01 2.306571347786657428e-03
3.333333333333333481e+00 2.419901152435794955e-01 2.250900415392453197e-03
3.414141414141414366e+00 2.637603105238088275e-01 2.294348736233799060e-03
3.494949494949494806e+00 2.955087802814996278e-01 2.372359514027344227e-03
3.575757575757576134e+00 3.347758450443990563e-01 2.468000273337746242e-03
3.656565656565656575e+00 4.025793475509124586e-01 2.646601676756454424e-03
3.737373737373737459e+00 4.949139753330754621e-01 2.871008925910558274e-03
3.818181818181818343e+00 6.499086246900791508e-01 3.220369897043030838e-03
3.898989898989899228e+00 8.786201112993395901e-01 3.666778475157670900e-03
3.979797979797980112e+00 1.111468254528016342e+00 4.040394001608728011e-03
4.060606060606060552e+00 1.339632511612051546e+00 4.347486022378489051e-03
4.141414141414141881e+00 1.500541513432321672e+00 4.511402322256159551e-03
4.222222222222222321e+00 1.556348696863600889e+00 4.506595507402136325e-03
4.303030303030302761e+00 1.520957617990184474e+00 4.371398159990844655e-03
4.383838383838384090e+00 1.424632736817299516e+00 4.152724674991778615e-03
4.464646464646464530e+00 1.317206045491702060e+00 3.920811797760514507e-03
4.545454545454545858e+00 1.212329208171082806e+00 3.694614909775050145e-03
4.626262626262626299e+00 1.160607860113503476e+00 3.551801478881548828e-03
4.707070707070707627e+00 1.165513843221552825e+00 3.498196568150609316e-03
4.787878787878788067e+00 1.208439628305410185e+00 3.501914557761212719e-03
4.868686868686868507e+00 1.248073726660766880e+00 3.499810181260408926e-03
4.949494949494949836e+00 1.240794779188904462e+00 3.432616665744716179e-03
5.030303030303030276e+00 1.194796201326610241e+00 3.314278364832614569e-03
5.111111111111111605e+00 1.092360496008379700e+00 3.118917478299846474e-03
5.191919191919192045e+00 9.669008134650911579e-01 2.888678784442235119e-03
5.272727272727273373e+00 8.409288050573986428e-01 2.652653469830960203e-03
5.353535353535353813e+00 7.241912875811515882e-01 2.424499987757249789e-03
5.434343434343434254e+00 6.449946297012494334e-01 2.254068872498559209e-03
5.515151515151515582e+00 5.848632052753318655e-01 2.114978297599419063e-03
5.595959595959596022e+00 5.744677866251901577e-01 2.065829541448098525e-03
5.676767676767677351e+00 5.938544397379379447e-01 2.070499339362616518e-03
5.757575757575757791e+00 6.571489002277212110e-01 2.147476623766633123e-03
5.838383838383839120e+00 7.480069246049404486e-01 2.259416930565088730e-03
5.919191919191919560e+00 8.512078285157435031e-01 2.377341636214032241e-03
6.000000000000000000e+00 9.813131122011450325e-01 2.518191559717535694e-03
6.080808080808081328e+00 1.099239825526487468e+00 2.629790450545291085e-03
6.161616161616162657e+00 1.199972354401582120e+00 2.711609790646520718e-03
6.242424242424242209e+00 1.281041509602176109e+00 2.765441871013690420e-03
6.323232323232323537e+00 1.323930732793196619e+00 2.775426346528312230e-03
6.404040404040404866e+00 1.330050875859394965e+00 2.746731934963137379e-03
6.484848484848485306e+00 1.308909218405506891e+00 2.690860249279226381e-03
6.565656565656565746e+00 1.265004986911711482e+00 2.612787984275063025e-03
6.646464646464647075e+00 1.194525295245647545e+00 2.508090422609864350e-03
6.727272727272727515e+00 1.131415939481320354e+00 2.411616936736961977e-03
6.808080808080807955e+00 1.065527920890924074e+00 2.312564894659154945e-03
6.888888888888889284e+00 1.020049160527697785e+00 2.236132762757357759e-03
6.969696969696970612e+00 9.791010154489413475e-01 2.165389705471737654e-03
7.050505050505051052e+00 9.524712335729760282e-01 2.111260971172839850e-03
7.131313131313131493e+00 9.424254654687942434e-01 2.076300522890405127e-03
7.212121212121212821e+00 9.438320208650092802e-01 2.054568142953137715e-03
7.292929292929293261e+00 9.380869025545589546e-01 2.025609600257964257e-03
7.373737373737373701e+00 9.348556600912655279e-01 1.999957785443456492e-03
7.454545454545455030e+00 9.203030920787602653e-01 1.962820055301409822e-03
7.535353535353536358e+00 8.968316420031751113e-01 1.916849614468118515e-03
7.616161616161616799e+00 8.740957130105254658e-01 1.872317761761466918e-03
7.696969696969697239e+00 8.650151489562494245e-01 1.843012553212400794e-03
7.777777777777778567e+00 8.599784042596536615e-01 1.818546689028285477e-03
7.858585858585859008e+00 8.680208970119499545e-01 1.808243452955852256e-03
7.939393939393939448e+00 8.930676855180551543e-01 1.815478247098920028e-03
8.020202020202020776e+00 9.335485905881302227e-01 1.837466243815706179e-03
8.101010101010102105e+00 9.800751349296202841e-01 1.863917668962838991e-03
8.181818181818181657e+00 1.039898550845511194e+00 1.900998944025940416e-03
8.262626262626262985e+00 1.088935637929940192e+00 1.926279088471442771e-03
8.343434343434344314e+00 1.126546710487837721e+00 1.940286949384452181e-03
8.424242424242425642e+00 1.157663186131946187e+00 1.948033714005933644e-03
8.505050505050505194e+00 1.177130563973066923e+00 1.945680985113878037e-03
8.585858585858586522e+00 1.173487830079777972e+00 1.924384176906526007e-03
8.666666666666667851e+00 1.153314069889252336e+00 1.889983076053633471e-03
8.747474747474747403e+00 1.127482992807548268e+00 1.851435197407992747e-03
8.828282828282828731e+00 1.101582246724223335e+00 1.813294897365021717e-03
8.909090909090910060e+00 1.064912871726191090e+00 1.766688007848426752e-03
8.989898989898989612e+00 1.027622138404588936e+00 1.719879924938175425e-03
9.070707070707070940e+00 9.950789480340235249e-01 1.677350569673393505e-03
9.151515151515152269e+00 9.621254564718118019e-01 1.634779048585351504e-03
9.232323232323233597e+00 9.427556887009294062e-01 1.604075453729803457e-03
9.313131313131313149e+00 9.275232421757274581e-01 1.577258539831355834e-03
9.393939393939394478e+00 9.191502683298643506e-01 1.556616818955730520e-03
9.474747474747475806e+00 9.215878706588750413e-01 1.545385897435759635e-03
9.555555555555557135e+00 9.251469319891152399e-01 1.535273055788343322e-03
