# s	p(s)	error
1.000000000000000000e+00 1.230795619851717815e+00 3.787511698459498921e-02
1.811609194200414219e+00 1.762820411471294757e-01 1.064958757143202525e-02
2.438354098268828540e+00 6.883158047577066230e-02 5.735965039647555191e-03
3.281927872511474220e+00 3.764426801759487157e-02 3.656334532427761401e-03
4.417344703140069662e+00 2.348284654709754601e-02 2.489176755643807137e-03
5.945570708544391181e+00 3.803033975806571071e-02 2.730419270430781489e-03
8.002502278161049531e+00 1.354500488252674897e-02 1.404551576806799783e-03
1.077105056036769071e+01 1.276867892675580783e-02 1.175452172406460209e-03
1.449740670372631612e+01 7.878758286927075444e-03 7.958747731451202082e-04
1.951293422635963282e+01 4.061704797015737445e-03 4.925540558286419218e-04
2.626363527653332852e+01 2.485164905843208812e-03 3.320941295464146202e-04
3.534981105030105653e+01 1.252906099926722958e-03 2.032482080735141777e-04
4.757944314009409226e+01 1.028849757082987747e-03 1.587549641255894958e-04
6.404004271197280218e+01 3.639991810763445069e-04 8.139269126409613112e-05
8.619535664753031767e+01 2.839601831279869892e-04 6.196519207321535857e-05
1.160155301739971492e+02 1.306018254141460416e-04 3.622242909229996731e-05
1.561523006000496423e+02 1.044964826619492506e-04 2.792785973171267957e-05
2.101748011332487067e+02 3.327305125671110636e-05 1.358366629406879939e-05
2.828869434625969461e+02 4.120112935918222771e-05 1.302894109462494778e-05
3.807546021222372019e+02 1.530547692222552440e-05 6.844817365230106116e-06
5.124805876960931528e+02 4.548567040957963593e-06 3.216322599343004664e-06
6.897785379387657940e+02 1.013826401713368997e-05 4.138928953266125661e-06
9.284145445194744752e+02 2.510788229337491523e-06 1.775395383087904507e-06
1.249609141291986816e+03 2.798137713583530583e-06 1.615505562167095341e-06
